ShippingID,OrderID,Carrier,ShippingCost,ShippingStatus,TrackingNumber
SHIP10260,ORDER10260,FedEx,144.47,In Transit,048ce823-674e-4dcd-9a93-a5c0a78593db
SHIP10261,ORDER10261,India Post,168.21,Pending,dd377219-ace5-49e7-ad01-703170b3dfe0
SHIP10262,ORDER10262,India Post,107.81,In Transit,b5892124-db07-469c-9fb8-1cbc3a179be5
SHIP10263,ORDER10263,India Post,135.74,Pending,1067d217-e935-4429-b766-db14881e64d3
SHIP10264,ORDER10264,DHL,143.41,Delivered,cd2fdfdd-2ff7-4e18-b283-5add73ad65aa
SHIP10265,ORDER10265,DHL,374.27,Delivered,7144a7df-d1b1-4e67-8f68-0d3d81030da6
SHIP10266,ORDER10266,BlueDart,136.97,Delivered,1b96075a-120c-47ed-aeff-4eff5c08c618
SHIP10267,ORDER10267,DHL,485.04,In Transit,05809cce-566e-4c04-b829-268c6c2fab18
SHIP10268,ORDER10268,FedEx,499.06,Delivered,a155ec0c-49d3-40de-bbcb-01777ab3d973
SHIP10269,ORDER10269,BlueDart,432.54,Delivered,651c7fd5-fc97-4a60-8ce2-8304bcbf72b4
SHIP10270,ORDER10270,FedEx,61.49,In Transit,83b89633-46a7-46cf-8d39-c7a95d74440f
SHIP10271,ORDER10271,FedEx,155.85,In Transit,27f29af9-8185-4f3e-b2aa-d597369eff19
SHIP10272,ORDER10272,DHL,225.06,Pending,15010477-bbe7-49be-8eb4-3e1014731eb6
SHIP10273,ORDER10273,FedEx,268.4,Delivered,3ed87087-e76b-42c6-bfc7-c4c68231c7f4
SHIP10274,ORDER10274,FedEx,427.01,Pending,842f57e0-5d1c-46c3-9883-ce9f0ec2ef94
SHIP10275,ORDER10275,India Post,469.35,In Transit,ec69bf99-3c98-4942-8b45-20b146431431
SHIP10276,ORDER10276,BlueDart,73.92,Pending,2a769ac8-cdb7-4b35-a3f0-d5bd3042f723
SHIP10277,ORDER10277,India Post,336.33,Pending,2449a4ea-afb7-4766-a756-869bcfe96c4a
SHIP10278,ORDER10278,FedEx,118.68,Pending,1a051ba4-2e9c-4832-a4de-1ad2b420724a
SHIP10279,ORDER10279,DHL,326.06,Delivered,920a13d4-3115-492a-964e-0403edbd3d3a
SHIP10280,ORDER10280,India Post,461.41,In Transit,95d0f426-1051-41d2-a24b-da2c4886e571
SHIP10281,ORDER10281,BlueDart,407.31,Delivered,7764dc5b-920c-467b-8051-64440d9aff03
SHIP10282,ORDER10282,BlueDart,390.86,Pending,b3469d6f-4745-4b9c-91b4-3d0a483f8659
SHIP10283,ORDER10283,DHL,220.84,In Transit,9145698c-1bb4-40e5-88bb-44c8e5707ea5
SHIP10284,ORDER10284,India Post,481.66,In Transit,d9ae550f-82ed-47ef-82f2-3f1335a8f1e9
SHIP10285,ORDER10285,India Post,123.68,In Transit,ab63d548-ac76-4a7b-9663-7155f6125dde
SHIP10286,ORDER10286,India Post,128.5,Delivered,992425eb-5204-4cb1-b84b-a7b6cbebc15d
SHIP10287,ORDER10287,India Post,251.01,In Transit,9d10f96b-f158-40c5-88ca-989655c070c5
SHIP10288,ORDER10288,India Post,115.05,Pending,f5710e52-cd65-49bd-9317-dfeaf8233cb7
SHIP10289,ORDER10289,BlueDart,246.68,Pending,e7e2022b-c1c5-4c07-ab11-f8b8fb7f2afb
SHIP10290,ORDER10290,FedEx,175.24,Delivered,d06476f1-1806-408e-beb9-95aaa7b02221
SHIP10291,ORDER10291,India Post,139.27,Delivered,d9a20136-0b09-4a39-b2b9-14b4309a73d0
SHIP10292,ORDER10292,BlueDart,52.47,Pending,4da63303-a1ce-4ae6-a273-be3b9383a362
SHIP10293,ORDER10293,DHL,415.91,In Transit,b2042dee-b0be-42e6-ba29-bd98c0f72639
SHIP10294,ORDER10294,FedEx,452.82,Delivered,af57955e-d33f-4438-b3ba-9dc6bbe4b273
SHIP10295,ORDER10295,BlueDart,283.79,Pending,25d861ad-aefe-4e53-b7a5-81f704741707
SHIP10296,ORDER10296,BlueDart,185.18,Delivered,eb19b780-a164-441f-9597-b7d7009eac4a
SHIP10297,ORDER10297,India Post,94.04,In Transit,ca23ff4f-5bb3-4999-9da8-bf90ac0ec76c
SHIP10298,ORDER10298,DHL,255.72,Pending,d7713b3d-4535-4c67-970e-19cb5949544c
SHIP10299,ORDER10299,India Post,189.1,In Transit,c891ad71-9702-4727-9bf4-51ee7675a4b8
SHIP10300,ORDER10300,India Post,316.26,Delivered,c4317d9a-b98f-42d9-97ac-d4cdb3dc3150
SHIP10301,ORDER10301,FedEx,126.94,Pending,f917a72b-3b30-4cac-8eaf-aa66ef5b6200
SHIP10302,ORDER10302,FedEx,470.01,Pending,7171d57a-8913-4818-b993-eafd8b7a12a8
SHIP10303,ORDER10303,India Post,384.23,In Transit,8392bf2b-bb0f-46c3-baad-d11a44f56bcf
SHIP10304,ORDER10304,FedEx,380.59,Delivered,68489f0c-e4f3-4ba6-b0be-7e39551c5cd4
SHIP10305,ORDER10305,BlueDart,264.62,In Transit,6aaaaa8a-2f8d-421d-8104-ae86bddcb58d
SHIP10306,ORDER10306,FedEx,199.39,Pending,3a7cb824-dc35-40f3-9f77-80bf1a3626b1
SHIP10307,ORDER10307,DHL,384.81,Pending,4eb39270-e7e0-434f-96d3-b757baf8466b
SHIP10308,ORDER10308,India Post,374.62,In Transit,a8ebcdeb-a515-4f3b-b338-248d3c62fba9
SHIP10309,ORDER10309,India Post,473.47,Pending,ee3b554c-c46c-449c-aa54-88c85f56796b
SHIP10310,ORDER10310,FedEx,170.55,In Transit,3f27c7a9-c7b1-4727-9d97-0df6e9eadf59
SHIP10311,ORDER10311,India Post,180.5,In Transit,ee705272-43fc-47d5-a445-0389321e7679
SHIP10312,ORDER10312,BlueDart,297.05,Pending,2c6addf2-3a8c-4aa1-828a-d90bddda35e0
SHIP10313,ORDER10313,BlueDart,307.07,Delivered,bbf10d4d-4eb1-4a71-94a0-6f5bd94323e5
SHIP10314,ORDER10314,FedEx,223.79,Pending,89708a17-48f6-4c37-90db-b4bcac9e223d
SHIP10315,ORDER10315,FedEx,94.59,Pending,cde6ef11-f77e-4b7e-adaa-8448f93e22a0
SHIP10316,ORDER10316,DHL,469.02,Pending,ed742823-cc11-473d-b1cc-34aaf3098d15
SHIP10317,ORDER10317,BlueDart,355.87,In Transit,e4e2333c-c43e-42fe-b81b-c6d5022b6f0f
SHIP10318,ORDER10318,India Post,330.65,Pending,af97febd-a1b2-4018-8f12-1de914c8d70d
SHIP10319,ORDER10319,India Post,209.32,Delivered,64d2ba20-5e12-4e24-9b00-3186186f9d34
SHIP10320,ORDER10320,India Post,175.12,Delivered,05edf16e-27e6-4b18-bc6c-141139e21eed
SHIP10321,ORDER10321,DHL,284.67,In Transit,6e7177db-e583-412c-a4ce-318ef515fd60
SHIP10322,ORDER10322,DHL,446.61,Pending,32595a9e-3cf7-40b3-b42e-7504bda4a747
SHIP10323,ORDER10323,DHL,327.79,In Transit,a3716763-2986-40a9-b106-a487a79c6d07
SHIP10324,ORDER10324,DHL,359.58,In Transit,c9745030-0077-4478-8fe0-32485d937f8b
SHIP10325,ORDER10325,India Post,237.15,In Transit,4129a5aa-bc36-470c-8ad1-1622fbb8b9b7
SHIP10326,ORDER10326,DHL,124.0,In Transit,aa754170-9bd9-46ac-9934-ab11edac791f
SHIP10327,ORDER10327,India Post,231.88,Pending,09fec7fb-6635-49fd-8d98-7919f228502a
SHIP10328,ORDER10328,BlueDart,319.34,Delivered,af10f413-af30-4e79-befe-a8b7196d2809
SHIP10329,ORDER10329,India Post,409.12,In Transit,f10faf82-83cf-45ed-9315-ab6e6a423eb5
SHIP10330,ORDER10330,DHL,163.36,In Transit,b0265ca8-70d7-49a6-8863-94c8a5716e28
SHIP10331,ORDER10331,India Post,203.69,Pending,d707547b-d607-4954-970d-8ce9e9df0af8
SHIP10332,ORDER10332,DHL,279.15,Delivered,96dfe351-264c-420c-96e3-ba213a1e2b5c
SHIP10333,ORDER10333,BlueDart,351.39,Pending,05c8e141-fb22-45d2-8a4e-6eadafaf875a
SHIP10334,ORDER10334,India Post,414.79,In Transit,84fb1b2b-6498-4489-ac89-feb3d6744152
SHIP10335,ORDER10335,BlueDart,368.98,Pending,399f66ce-45a1-4ba4-ab0a-106bc3a2216c
SHIP10336,ORDER10336,India Post,95.35,Pending,1647893f-4b52-43a5-bb65-c3f96593a7e1
SHIP10337,ORDER10337,BlueDart,341.21,In Transit,e0caa417-95d4-49bc-b259-433de0e92729
SHIP10338,ORDER10338,FedEx,73.04,Pending,bd9ebbb4-926b-4f45-863e-de1548090a2a
SHIP10339,ORDER10339,BlueDart,489.54,In Transit,8c50275b-65da-46cd-909d-cb2fde0787d5
SHIP10340,ORDER10340,BlueDart,411.17,In Transit,2dc5380c-83b7-4a80-9b81-e223154acca8
SHIP10341,ORDER10341,FedEx,408.53,Delivered,bd5dd6a6-fd7f-4f37-aeec-5633f959bda4
SHIP10342,ORDER10342,FedEx,52.45,Delivered,69774b75-6415-41a1-baf1-e7c02db28680
SHIP10343,ORDER10343,DHL,310.67,In Transit,02704496-9b49-4d0f-817b-f9c9ee58c374
SHIP10344,ORDER10344,DHL,174.98,Delivered,bc03efae-a865-4583-8ec9-10ffac0d9841
SHIP10345,ORDER10345,BlueDart,101.8,Delivered,9624a7dd-ef03-4b42-8ac1-271b5782c90d
SHIP10346,ORDER10346,BlueDart,182.28,In Transit,67a06bc9-f961-4a0b-bd32-8af39adf5b29
SHIP10347,ORDER10347,India Post,197.98,Pending,f1fdeb26-e093-4879-9245-f112f221426e
SHIP10348,ORDER10348,BlueDart,413.16,Pending,9f537f41-8113-4cba-b270-917f5f08989f
SHIP10349,ORDER10349,India Post,357.09,In Transit,2c6c4a9a-ffd2-41b8-903e-82b497e57773
SHIP10350,ORDER10350,FedEx,206.83,Delivered,6ec68166-f246-4502-b84c-e5df2ff24af1
SHIP10351,ORDER10351,DHL,312.35,Pending,84b298b1-ade2-41ea-8ec9-2b5b40c9f082
SHIP10352,ORDER10352,FedEx,81.85,Delivered,950ae0ce-44cd-4dd0-9a01-0c6d6b329d1d
SHIP10353,ORDER10353,DHL,201.62,Delivered,e5496786-8800-47b7-80e8-8e18b2bff264
SHIP10354,ORDER10354,DHL,171.96,Delivered,0cff851e-0577-4b5a-be95-fa7d95ef7d94
SHIP10355,ORDER10355,BlueDart,386.99,Delivered,347b1419-77c4-4d19-85f3-ac4cd0e48d9c
SHIP10356,ORDER10356,BlueDart,329.58,Delivered,3ef384d8-39cd-4220-8bbe-1b839676c5a1
SHIP10357,ORDER10357,FedEx,344.66,In Transit,63171714-ff27-4d6b-9039-d0d4a55e6524
SHIP10358,ORDER10358,India Post,60.97,Delivered,89fcb7a9-6640-424b-988e-44976163e9bd
SHIP10359,ORDER10359,DHL,494.14,Delivered,02221d16-9384-41c5-ae77-d38b9a5d41a5
SHIP10360,ORDER10360,DHL,63.94,Delivered,512f8c13-0e85-421c-bb51-f9384fea615a
SHIP10361,ORDER10361,DHL,488.18,Delivered,6c2ee131-2da1-45f2-ac37-1709e65d63ff
SHIP10362,ORDER10362,FedEx,111.22,In Transit,4cb889c9-5bec-4608-a179-e678ff054d9b
SHIP10363,ORDER10363,India Post,228.86,Delivered,5d7f1bd7-ccba-46e5-b0d2-390d4213d847
SHIP10364,ORDER10364,FedEx,126.13,In Transit,8783599a-4385-44b0-88d8-15fc04b8c3ef
SHIP10365,ORDER10365,FedEx,421.27,Pending,0a44c63b-9c33-4b15-b023-108dcf73d9ef
SHIP10366,ORDER10366,India Post,499.02,In Transit,8c51b700-68fd-4374-af4a-b707fad9fa5d
SHIP10367,ORDER10367,India Post,322.93,Delivered,6f56143a-c3ca-4ef9-8bd6-9d3928bc72df
SHIP10368,ORDER10368,DHL,379.03,Pending,2a9be002-2b65-4977-9a4d-9b6cd44e77a7
SHIP10369,ORDER10369,FedEx,202.23,Pending,4debe6c1-8a02-4ce0-85f4-9777f479a17b
SHIP10370,ORDER10370,DHL,229.82,In Transit,dabc9cdc-3c00-4a9f-9545-32e0933e499e
SHIP10371,ORDER10371,DHL,327.79,In Transit,0b83ac30-0182-400b-b0c1-a3254d3617ad
SHIP10372,ORDER10372,DHL,253.19,In Transit,0821c92d-be95-47f6-9cf7-4bc643886121
SHIP10373,ORDER10373,DHL,304.66,In Transit,29e1d53f-0d41-439c-93b5-0fddda873396
SHIP10374,ORDER10374,BlueDart,328.57,Delivered,47d71723-81f6-46da-b6d7-87d7e84e9de5
SHIP10375,ORDER10375,BlueDart,60.65,Pending,610850fd-e0c6-4766-a23d-5f45407d3f39
SHIP10376,ORDER10376,India Post,180.93,Pending,a7086211-bec8-469c-a81d-2547411b0fa4
SHIP10377,ORDER10377,India Post,188.28,Pending,437e4142-4287-44e0-b8e3-04169a1e2b0b
SHIP10378,ORDER10378,BlueDart,399.04,Pending,83a0ccbe-274a-4acc-942a-2b7afcac7dea
SHIP10379,ORDER10379,DHL,173.84,In Transit,5bf1d901-2b8b-4cb2-99a6-f41636913da9
SHIP10380,ORDER10380,FedEx,479.62,Pending,2eec1c67-8a7a-483e-ba17-1b2903b84f30
SHIP10381,ORDER10381,India Post,302.67,In Transit,a931aa3c-0916-4eb5-80b0-a692553e1e8c
SHIP10382,ORDER10382,FedEx,342.98,In Transit,066d12a6-d3b6-4c53-9470-b227929f3ce2
SHIP10383,ORDER10383,BlueDart,101.25,Delivered,a1b92aa3-c058-4244-9648-5df1f3662150
SHIP10384,ORDER10384,India Post,401.35,Delivered,558d8955-4ed5-4410-a488-34f4cc1d71bd
SHIP10385,ORDER10385,India Post,82.3,Delivered,e5f26206-1651-459d-bd97-3f959f3c0b75
SHIP10386,ORDER10386,BlueDart,131.22,Pending,d6fe528e-dec3-411f-bd02-56f2d027232a
SHIP10387,ORDER10387,FedEx,447.07,Delivered,f9b917f6-955a-4bf1-af50-b17a25cb5feb
SHIP10388,ORDER10388,BlueDart,379.85,Delivered,9a4dd564-5df3-4918-9cf1-31ff4dfbfe5c
SHIP10389,ORDER10389,BlueDart,459.05,In Transit,3e93da6d-9efa-42cf-bc45-997c0bcc0c1e
SHIP10390,ORDER10390,BlueDart,399.52,Delivered,d3168831-6a5c-4f26-a3de-1b9d09f8edfe
SHIP10391,ORDER10391,DHL,131.61,Delivered,7fe20a66-ad53-4ea0-82c0-c362c2739744
SHIP10392,ORDER10392,FedEx,356.76,Delivered,8e53e6b8-c10e-40b4-873e-5310d634e284
SHIP10393,ORDER10393,India Post,418.03,In Transit,ef752cc4-338c-4713-a7cb-7d7ffaa41ba1
SHIP10394,ORDER10394,DHL,173.49,In Transit,9d46137c-957e-4d3b-9b2c-479b90e1974d
SHIP10395,ORDER10395,BlueDart,350.86,Delivered,c694d3ff-2ea4-49f0-99cd-54c5248cf6c0
SHIP10396,ORDER10396,FedEx,454.1,Delivered,6c2e5238-568a-497b-95f7-69780e8dfcdb
SHIP10397,ORDER10397,FedEx,59.95,Pending,94371d4f-f8c0-47ff-836c-ceab660b0885
SHIP10398,ORDER10398,DHL,398.08,In Transit,e7d4e6fb-c8a5-49ca-90ad-90080972921e
SHIP10399,ORDER10399,DHL,229.16,Pending,3d418985-17bb-40ec-846f-a88e7ebfbc62
SHIP10400,ORDER10400,FedEx,67.12,In Transit,7cec17f5-d893-4b56-a3db-e7f79a297f5a
SHIP10401,ORDER10401,DHL,210.56,In Transit,c2334bef-649c-44d5-b21a-66d77df9aa41
SHIP10402,ORDER10402,FedEx,407.01,In Transit,c0d69a33-34bd-4ef0-ab0e-0cb850c01820
SHIP10403,ORDER10403,DHL,135.57,Delivered,93dcf201-cd32-44f3-823e-80a162dc35f7
SHIP10404,ORDER10404,BlueDart,307.32,In Transit,2438623b-b567-4d7c-a8c7-6f9f46a2d20a
SHIP10405,ORDER10405,India Post,449.49,Pending,4b8710ff-5d27-4fb3-9931-bf9202343771
SHIP10406,ORDER10406,India Post,177.99,In Transit,0feecd04-6225-4573-8a2b-a4e4cc104877
SHIP10407,ORDER10407,DHL,328.48,Delivered,a6a6f5c3-ca0d-480b-894f-7420d6706dfd
SHIP10408,ORDER10408,BlueDart,357.9,Delivered,4d0dc6ee-4aad-43ad-b209-190c08f10bd2
SHIP10409,ORDER10409,FedEx,109.78,Pending,ff7a11bc-393a-4243-aa97-fa436dea6550
SHIP10410,ORDER10410,FedEx,483.89,Delivered,3c30e1bc-9cda-4034-9b14-1a7ab29a717a
SHIP10411,ORDER10411,BlueDart,452.35,In Transit,30b0d586-0e23-401e-8ae1-1a99a55f72cf
SHIP10412,ORDER10412,DHL,54.72,Pending,6ae80523-4cce-4d42-81ad-ed5e0201b9ff
SHIP10413,ORDER10413,BlueDart,263.57,Delivered,14bb77c8-9965-48ed-b553-17a650506ce3
SHIP10414,ORDER10414,BlueDart,250.61,Pending,a6086108-47a6-42b9-8ebf-919c1217101d
SHIP10415,ORDER10415,FedEx,319.33,Pending,fc6e5cfd-c57e-4831-bed8-4bb156fc4962
SHIP10416,ORDER10416,FedEx,258.73,Delivered,e0a50f26-80c1-4c67-9849-79f0a7976141
SHIP10417,ORDER10417,BlueDart,493.65,In Transit,52fedc67-8029-4ff8-84ba-cc7cfcd72121
SHIP10418,ORDER10418,DHL,210.67,Pending,8c389277-8736-491d-ac38-75b3983a9e6a
SHIP10419,ORDER10419,BlueDart,84.51,Pending,8bcf26d0-3ce5-4a10-9fc2-1c78d2cc65fa
SHIP10420,ORDER10420,DHL,400.1,In Transit,b3c20142-b72f-4288-8477-d22d4481472e
SHIP10421,ORDER10421,BlueDart,212.02,Pending,960be3bc-eee5-4acd-b51f-f4d3020f39fa
SHIP10422,ORDER10422,BlueDart,223.14,Pending,bdadc200-b762-446d-b17c-2871d05b377a
SHIP10423,ORDER10423,DHL,69.64,In Transit,7e30d153-bac2-4df3-a00d-c847ca25339f
SHIP10424,ORDER10424,DHL,317.51,Pending,1770782c-b1d0-45f7-b6eb-8264939845a8
SHIP10425,ORDER10425,FedEx,489.39,Pending,0d003745-6fee-43df-8e28-668f9d063ae9
SHIP10426,ORDER10426,FedEx,193.59,Delivered,fe23d34f-df3a-4c5b-96a0-01fb87316c75
SHIP10427,ORDER10427,India Post,102.16,In Transit,596222a4-3ffc-4d4e-8985-0d919ebf09c0
SHIP10428,ORDER10428,BlueDart,457.44,Pending,77acc394-1fc9-4130-a188-2a6a142324ca
SHIP10429,ORDER10429,FedEx,64.58,Pending,96555fb0-c0dc-4d83-a397-d838bb640730
SHIP10430,ORDER10430,India Post,72.59,Delivered,d3588cf9-6d0e-47b1-b279-a8d9e1bc1f89
SHIP10431,ORDER10431,India Post,461.42,Delivered,0925e97f-4d34-4253-818b-44f7f0e2c223
SHIP10432,ORDER10432,India Post,441.47,Delivered,ed5e3224-ed86-4eb4-a934-a87f6e78b7fd
SHIP10433,ORDER10433,FedEx,435.38,Pending,81c38794-a9ad-4e0d-8446-b3f3825539f2
SHIP10434,ORDER10434,BlueDart,244.47,In Transit,79f83f9c-aa6f-4cd4-a6cc-e178b3b2a339
SHIP10435,ORDER10435,FedEx,68.35,Delivered,236e177e-ec60-4965-bf36-a2edfeb95516
SHIP10436,ORDER10436,FedEx,237.21,Pending,96d62d19-87fa-4763-93ea-11c99d4601f1
SHIP10437,ORDER10437,India Post,73.39,Delivered,fac4ead9-a016-4f98-a9f7-90e868b464e0
SHIP10438,ORDER10438,DHL,189.98,Pending,e78c8b53-1e4f-42bc-8330-e513e439eac3
SHIP10439,ORDER10439,FedEx,458.29,Pending,9a7790dc-75f8-4ded-9c6c-14a12653e115
SHIP10440,ORDER10440,BlueDart,261.77,Pending,a0c04e27-bcff-4540-9284-95103bda1082
SHIP10441,ORDER10441,DHL,237.1,In Transit,fe8f7643-0725-437e-91b0-1fb3469f621e
SHIP10442,ORDER10442,DHL,292.56,Pending,7c65a2e9-248f-4e41-95d2-182c7ab666c6
SHIP10443,ORDER10443,DHL,461.77,Delivered,4837c80b-cc15-42e3-ab09-fee4666bd933
SHIP10444,ORDER10444,DHL,310.48,In Transit,99529d2d-86df-4561-935c-834b53381a37
SHIP10445,ORDER10445,DHL,369.13,In Transit,dea0b8aa-8852-48ca-a75e-3408964cc76e
SHIP10446,ORDER10446,India Post,221.98,In Transit,b05281ef-4c89-4f9f-9420-3afe54a5ba0f
SHIP10447,ORDER10447,FedEx,465.7,In Transit,85f5f0ad-5a02-445b-8329-588fa4535fba
SHIP10448,ORDER10448,India Post,181.71,Pending,df51bf96-9bf1-4bd7-868e-651407affde3
SHIP10449,ORDER10449,FedEx,207.96,Delivered,1a939820-039f-49f5-aa5c-600df44ee2c5
SHIP10450,ORDER10450,DHL,131.08,Pending,bc0846b3-7314-4459-9bc6-d8ba99b67274
SHIP10451,ORDER10451,FedEx,488.86,In Transit,e570a9c9-dfd4-4375-a698-7a34df0e4855
SHIP10452,ORDER10452,BlueDart,430.73,Pending,896992d5-a2e4-4889-a27d-7d65d04d7e35
SHIP10453,ORDER10453,FedEx,402.46,Delivered,756d7d9a-9a73-4dc5-8efc-759cad7d1fa7
SHIP10454,ORDER10454,DHL,125.66,In Transit,b0e4dce0-f0ad-4b59-99b7-1cfe77fe08c2
SHIP10455,ORDER10455,DHL,305.46,Delivered,c53ad590-eea3-4e4c-83f5-fbad3c13d46e
SHIP10456,ORDER10456,FedEx,245.49,Pending,e8f46fcf-5836-4313-8892-3dfb70c084b6
SHIP10457,ORDER10457,BlueDart,148.68,In Transit,56167048-d71b-4d76-9f13-2386a990a58a
SHIP10458,ORDER10458,FedEx,444.37,Pending,9e4b7f32-19f0-400c-8a35-32182147840c
SHIP10459,ORDER10459,DHL,91.67,Pending,d6b3adac-0143-4138-9b0f-ac55a0d9489c
SHIP10460,ORDER10460,FedEx,99.87,In Transit,eb8d5df5-6c02-4fb0-a8a7-485be3bcac4a
SHIP10461,ORDER10461,India Post,168.91,In Transit,c7aa1b08-5fc5-4cd4-93d6-a5af0a99c4e2
SHIP10462,ORDER10462,BlueDart,110.56,Pending,845b7b4f-a06a-48d0-a3cf-c33f75fdf2d9
SHIP10463,ORDER10463,FedEx,411.88,In Transit,684ae122-29bd-4437-8aa2-efc9bf159d53
SHIP10464,ORDER10464,India Post,124.97,In Transit,c422f770-78d0-40bf-8cfa-d70993896670
SHIP10465,ORDER10465,BlueDart,371.86,Delivered,71ff7804-b9fa-4c32-ab7d-559371167da5
SHIP10466,ORDER10466,FedEx,202.19,Delivered,6e7a46bd-44c4-462a-99ba-41c64c25b72f
SHIP10467,ORDER10467,India Post,57.94,Delivered,8f4f5c80-c3f4-4673-b5f3-7c22529f541d
SHIP10468,ORDER10468,BlueDart,220.03,In Transit,329aa70a-3905-449f-8215-3992fda1de94
SHIP10469,ORDER10469,DHL,50.06,Delivered,194eebe0-65ab-4e22-a306-c257deb3f360
SHIP10470,ORDER10470,India Post,53.62,Delivered,4ffcc599-feee-4cf1-b6c4-4c8096e6df8e
SHIP10471,ORDER10471,DHL,412.94,In Transit,593dc7b9-8941-4cee-991e-e34e6517792e
SHIP10472,ORDER10472,FedEx,55.67,Pending,33ae6784-8a06-4011-9ad5-dcce4f1857ed
SHIP10473,ORDER10473,FedEx,480.47,Pending,73d6463e-875f-42da-8b62-8b3751055643
SHIP10474,ORDER10474,DHL,250.4,In Transit,1d69ce20-bd81-4914-ade0-b0f9a9a0f96c
SHIP10475,ORDER10475,India Post,332.61,In Transit,700f9509-3a6b-4e20-97a5-b1e9e5f915e0
SHIP10476,ORDER10476,DHL,313.3,Delivered,13b54ef8-0214-49ec-8031-615cdeb65920
SHIP10477,ORDER10477,BlueDart,138.08,Pending,6121b9ef-ff2e-40d3-bfda-c0da1bbfc4c1
SHIP10478,ORDER10478,BlueDart,112.79,Pending,3022c05d-30a0-445b-a5f2-830632cbf8e1
SHIP10479,ORDER10479,BlueDart,111.34,In Transit,18887fca-1862-416c-bc3b-fbdfb12c5d86
SHIP10480,ORDER10480,DHL,222.58,In Transit,7def9c90-988b-408b-af40-5be16fc9976e
SHIP10481,ORDER10481,BlueDart,414.61,In Transit,34c52ca3-3f6b-4593-b941-cb93d9fe1e6a
SHIP10482,ORDER10482,FedEx,277.68,Delivered,b7077e28-2b09-4271-81d9-79b69f0a8420
SHIP10483,ORDER10483,India Post,181.2,In Transit,0247ad57-095d-4d52-b314-536826233524
SHIP10484,ORDER10484,India Post,142.59,Delivered,3f9b1576-5d22-4cd6-8c71-9e3778cddf0e
SHIP10485,ORDER10485,DHL,209.5,Delivered,7b5e1ccd-f6ab-4a75-9674-a91983d750a1
SHIP10486,ORDER10486,FedEx,363.15,In Transit,672572e1-03fe-4aca-b7d4-6b01013237f9
SHIP10487,ORDER10487,BlueDart,411.58,Delivered,5909ae74-6aa0-4b93-b22d-261a6602e49b
SHIP10488,ORDER10488,FedEx,446.14,In Transit,1dbea45d-5b83-4725-ab4d-3bc20074f704
SHIP10489,ORDER10489,DHL,283.58,Delivered,8189c7eb-e5de-4cdd-8e46-aa00e3cc915e
SHIP10490,ORDER10490,DHL,212.38,Delivered,9a4d15cd-66b6-434a-971d-b3ff7016206f
SHIP10491,ORDER10491,DHL,228.93,Delivered,a96c4ba8-5212-4c3b-88b4-600493741c4b
SHIP10492,ORDER10492,FedEx,89.58,Delivered,e0f3209c-9501-407b-ab6d-8c5eccbe109f
SHIP10493,ORDER10493,FedEx,399.64,Pending,b4250299-cb9f-4850-9622-1d317abcf489
SHIP10494,ORDER10494,India Post,428.37,Delivered,4e9f0d40-bfcf-4532-8fe4-8c4b0d26a291
SHIP10495,ORDER10495,BlueDart,234.84,In Transit,6ca73e9c-bcfd-4e68-8a44-eca3e8db8524
SHIP10496,ORDER10496,FedEx,61.85,In Transit,6922b945-7a88-4c1d-bb90-3201b3f4e5e6
SHIP10497,ORDER10497,BlueDart,342.57,In Transit,aed567fa-ce78-4531-ae57-049746472bad
SHIP10498,ORDER10498,DHL,358.19,Pending,6447f0c2-d43b-4933-a31c-4722ceffb9de
SHIP10499,ORDER10499,India Post,180.22,Pending,150d4ccb-c692-4b98-8b04-2d0d44b8bd7d
SHIP10500,ORDER10500,DHL,426.61,Delivered,8ef58f3b-ab68-4c42-83ee-6f193b7c1a1f
SHIP10501,ORDER10501,DHL,414.19,In Transit,5a53fa6f-9d6d-4808-9f39-569029c3aab0
SHIP10502,ORDER10502,DHL,400.81,In Transit,a8de03e2-cbe7-49e2-baae-329ce60a0342
SHIP10503,ORDER10503,DHL,260.49,Pending,27e84dba-6288-4ab5-97f2-f166bec5770f
SHIP10504,ORDER10504,FedEx,270.61,Delivered,9a355340-1beb-4e20-9e64-4ebd7f5b41a2
SHIP10505,ORDER10505,BlueDart,363.88,Pending,463e8f9f-40c8-4db9-bc9b-342b76553ebf
SHIP10506,ORDER10506,FedEx,102.14,Delivered,a7dea1b6-a13f-4e60-846a-480111eea74e
SHIP10507,ORDER10507,BlueDart,192.63,Pending,10136c3a-7c41-4a66-8cbc-4f335888745d
SHIP10508,ORDER10508,BlueDart,172.68,Pending,fe575f5f-f6eb-4ba0-bfd0-9dc5252c1ba6
SHIP10509,ORDER10509,BlueDart,59.61,Delivered,b879af51-1a75-4931-9081-c30bbf6305b3
SHIP10510,ORDER10510,DHL,430.36,Pending,b78f2d4c-66a2-4239-b68c-4770ad2d1ecd
SHIP10511,ORDER10511,India Post,456.19,Pending,0502727d-659d-41b4-8d77-8c5ba2e898b1
SHIP10512,ORDER10512,India Post,409.32,Pending,963672bb-25e0-4114-9484-3765793e6de0
SHIP10513,ORDER10513,BlueDart,80.21,Pending,132fffde-9946-4542-8aea-0b3c5b5d3aac
SHIP10514,ORDER10514,FedEx,426.43,Delivered,fda29965-39bd-44c9-8675-4800cc6ec64a
