OrderID,CustomerID,ProductID,StoreID,OrderDate,DeliveryDate,ActualDeliveryDate,Quantity,TotalAmount
ORDER10053,CUST6946,PROD55,STORE7,2023-09-15,2023-09-22,2023-09-23,2,3670.46
ORDER10054,CUST7849,PROD199,STORE8,2022-01-11,2022-01-14,2022-01-15,5,6098.7
ORDER10055,CUST80,PROD172,STORE2,2023-11-16,2023-11-26,2023-11-26,5,5182.55
ORDER10056,CUST3941,PROD84,STORE5,2022-05-01,2022-05-04,2022-05-05,5,7325.2
ORDER10057,CUST1770,PROD38,STORE5,2023-09-03,2023-09-07,2023-09-07,10,13018.9
ORDER10058,CUST7195,PROD31,STORE1,2024-08-09,2024-08-14,2024-08-13,8,11003.28
ORDER10059,CUST3949,PROD22,STORE2,2024-09-17,2024-09-20,2024-09-21,5,4910.95
ORDER10060,CUST1459,PROD64,STORE6,2023-01-23,2023-01-27,2023-01-26,3,598.89
ORDER10061,CUST4276,PROD123,STORE4,2022-06-25,2022-07-02,2022-07-02,2,2828.16
ORDER10062,CUST3973,PROD244,STORE1,2023-03-18,2023-03-25,2023-03-25,6,6274.74
ORDER10063,CUST1402,PROD199,STORE9,2023-03-17,2023-03-27,2023-03-26,4,4878.96
ORDER10064,CUST1516,PROD91,STORE4,2022-01-13,2022-01-17,2022-01-16,4,7434.36
ORDER10065,CUST3799,PROD90,STORE1,2024-07-29,2024-08-02,2024-08-01,4,610.0
ORDER10066,CUST7338,PROD15,STORE9,2022-02-24,2022-03-05,2022-03-05,2,2741.14
ORDER10067,CUST5975,PROD216,STORE3,2023-03-29,2023-04-02,2023-04-01,10,18697.8
ORDER10068,CUST5299,PROD136,STORE5,2023-10-04,2023-10-10,2023-10-09,8,10179.12
ORDER10069,CUST3204,PROD67,STORE2,2023-06-12,2023-06-22,2023-06-22,3,3508.32
ORDER10070,CUST7884,PROD45,STORE10,2023-10-10,2023-10-14,2023-10-14,6,453.06
ORDER10071,CUST2455,PROD195,STORE6,2023-09-18,2023-09-24,2023-09-24,5,583.9
ORDER10072,CUST4560,PROD148,STORE4,2023-07-16,2023-07-25,2023-07-26,1,1332.56
ORDER10073,CUST2799,PROD14,STORE6,2022-03-13,2022-03-17,2022-03-17,7,9833.25
ORDER10074,CUST3329,PROD29,STORE2,2023-05-17,2023-05-22,2023-05-22,10,1593.4
ORDER10075,CUST4254,PROD218,STORE7,2023-01-03,2023-01-08,2023-01-08,9,7074.45
ORDER10076,CUST6811,PROD125,STORE3,2023-06-17,2023-06-19,2023-06-19,9,2699.91
ORDER10077,CUST1688,PROD50,STORE10,2023-02-23,2023-02-28,2023-02-27,7,1480.29
ORDER10078,CUST3340,PROD112,STORE5,2024-05-01,2024-05-09,2024-05-09,10,16581.4
ORDER10079,CUST450,PROD242,STORE5,2023-10-14,2023-10-24,2023-10-23,7,3376.52
ORDER10080,CUST2631,PROD164,STORE8,2023-10-24,2023-10-26,2023-10-25,4,4998.24
ORDER10081,CUST3919,PROD58,STORE2,2023-11-29,2023-12-04,2023-12-04,1,1754.73
ORDER10082,CUST3933,PROD111,STORE8,2024-02-11,2024-02-14,2024-02-15,9,15267.96
ORDER10083,CUST6540,PROD223,STORE10,2024-09-08,2024-09-13,2024-09-14,8,14498.8
ORDER10084,CUST2851,PROD84,STORE9,2023-08-09,2023-08-18,2023-08-19,3,4395.12
ORDER10085,CUST1655,PROD8,STORE9,2024-09-03,2024-09-11,2024-09-10,7,6775.16
ORDER10086,CUST6032,PROD134,STORE1,2024-03-01,2024-03-09,2024-03-08,1,725.75
ORDER10087,CUST4397,PROD116,STORE4,2024-05-16,2024-05-25,2024-05-25,4,1656.96
ORDER10088,CUST7011,PROD205,STORE8,2022-01-18,2022-01-23,2022-01-22,5,6575.55
ORDER10089,CUST2996,PROD242,STORE9,2023-12-13,2023-12-19,2023-12-18,9,4341.24
ORDER10090,CUST5324,PROD104,STORE3,2024-01-22,2024-01-30,2024-01-31,8,1046.16
ORDER10091,CUST1696,PROD129,STORE4,2024-08-07,2024-08-12,2024-08-13,5,5043.15
ORDER10092,CUST1279,PROD33,STORE3,2024-10-15,2024-10-18,2024-10-17,4,3919.32
ORDER10093,CUST5573,PROD94,STORE10,2023-07-29,2023-08-03,2023-08-03,8,12320.56
ORDER10094,CUST1614,PROD8,STORE5,2023-01-05,2023-01-13,2023-01-14,4,3871.52
ORDER10095,CUST7487,PROD119,STORE7,2023-01-30,2023-02-08,2023-02-08,1,119.86
ORDER10096,CUST5188,PROD28,STORE5,2024-09-08,2024-09-15,2024-09-15,10,794.1
ORDER10097,CUST2241,PROD142,STORE2,2024-11-29,2024-12-04,2024-12-03,1,1532.02
ORDER10098,CUST3622,PROD74,STORE3,2022-10-27,2022-11-01,2022-11-02,6,7890.42
ORDER10099,CUST1577,PROD34,STORE3,2022-06-05,2022-06-13,2022-06-13,6,2645.4
ORDER10100,CUST5148,PROD36,STORE4,2023-10-27,2023-11-03,2023-11-02,10,13661.8
ORDER10101,CUST4124,PROD55,STORE10,2022-11-23,2022-11-27,2022-11-26,1,1835.23
ORDER10102,CUST1314,PROD235,STORE6,2023-10-25,2023-11-03,2023-11-03,3,4310.58
ORDER10103,CUST5005,PROD43,STORE5,2022-09-11,2022-09-16,2022-09-15,1,1684.88
ORDER10104,CUST1279,PROD186,STORE4,2024-03-29,2024-04-01,2024-04-02,7,4443.04
ORDER10105,CUST6201,PROD226,STORE5,2024-06-17,2024-06-27,2024-06-26,4,5485.32
ORDER10106,CUST5000,PROD73,STORE6,2022-06-02,2022-06-12,2022-06-11,1,393.18
ORDER10107,CUST5460,PROD190,STORE10,2022-09-08,2022-09-16,2022-09-17,6,7320.12
ORDER10108,CUST4909,PROD9,STORE4,2022-01-31,2022-02-07,2022-02-07,5,4565.5
ORDER10109,CUST1032,PROD95,STORE5,2024-11-27,2024-12-04,2024-12-03,9,11963.7
ORDER10110,CUST4936,PROD6,STORE1,2022-05-07,2022-05-09,2022-05-10,6,8326.98
ORDER10111,CUST3865,PROD10,STORE8,2024-08-08,2024-08-17,2024-08-16,2,2152.14
ORDER10112,CUST1164,PROD64,STORE1,2024-02-22,2024-02-24,2024-02-25,6,1197.78
ORDER10113,CUST6979,PROD123,STORE4,2022-01-30,2022-02-02,2022-02-03,6,8484.48
ORDER10114,CUST1288,PROD94,STORE5,2024-01-15,2024-01-22,2024-01-21,3,4620.21
ORDER10115,CUST6775,PROD35,STORE5,2024-09-16,2024-09-26,2024-09-27,7,3355.52
ORDER10116,CUST5767,PROD195,STORE7,2024-11-08,2024-11-13,2024-11-14,5,583.9
ORDER10117,CUST1388,PROD42,STORE2,2023-08-12,2023-08-16,2023-08-17,9,6040.26
ORDER10118,CUST1557,PROD74,STORE8,2022-04-23,2022-04-27,2022-04-26,8,10520.56
ORDER10119,CUST4049,PROD189,STORE5,2023-12-14,2023-12-24,2023-12-24,8,2385.68
ORDER10120,CUST6880,PROD158,STORE8,2024-04-20,2024-04-29,2024-04-28,4,5690.8
ORDER10121,CUST4815,PROD14,STORE9,2024-09-11,2024-09-19,2024-09-18,10,14047.5
ORDER10122,CUST2677,PROD101,STORE7,2022-02-18,2022-02-28,2022-02-27,7,10485.58
ORDER10123,CUST5196,PROD191,STORE6,2023-11-03,2023-11-08,2023-11-07,7,7942.41
ORDER10124,CUST2821,PROD109,STORE1,2022-10-26,2022-10-29,2022-10-30,5,498.65
ORDER10125,CUST3674,PROD87,STORE6,2022-12-05,2022-12-12,2022-12-13,5,8456.55
ORDER10126,CUST3478,PROD44,STORE7,2024-04-28,2024-05-07,2024-05-06,5,5762.8
ORDER10127,CUST38,PROD224,STORE8,2023-04-25,2023-05-01,2023-05-01,1,1026.85
ORDER10128,CUST6702,PROD77,STORE8,2023-08-19,2023-08-21,2023-08-22,4,7130.56
ORDER10129,CUST327,PROD166,STORE1,2024-05-11,2024-05-17,2024-05-17,7,8921.29
ORDER10130,CUST4261,PROD125,STORE10,2023-12-02,2023-12-06,2023-12-05,2,599.98
ORDER10131,CUST725,PROD230,STORE1,2023-07-23,2023-08-02,2023-08-03,9,12281.04
ORDER10132,CUST3296,PROD92,STORE1,2022-09-11,2022-09-19,2022-09-19,6,9491.64
ORDER10133,CUST924,PROD216,STORE1,2024-09-20,2024-09-25,2024-09-24,2,3739.56
ORDER10134,CUST32,PROD199,STORE8,2022-11-09,2022-11-19,2022-11-20,7,8538.18
ORDER10135,CUST7635,PROD199,STORE4,2022-12-29,2023-01-08,2023-01-09,7,8538.18
ORDER10136,CUST6759,PROD97,STORE1,2022-08-15,2022-08-23,2022-08-24,2,2340.12
ORDER10137,CUST7168,PROD16,STORE1,2022-02-12,2022-02-18,2022-02-19,6,5293.56
ORDER10138,CUST592,PROD232,STORE2,2022-03-11,2022-03-21,2022-03-20,2,2676.22
ORDER10139,CUST2439,PROD254,STORE7,2022-12-30,2023-01-01,2022-12-31,3,1685.67
ORDER10140,CUST2800,PROD182,STORE4,2022-12-14,2022-12-21,2022-12-22,6,8048.46
ORDER10141,CUST7227,PROD123,STORE5,2024-09-13,2024-09-16,2024-09-17,7,9898.56
ORDER10142,CUST1448,PROD202,STORE4,2022-12-06,2022-12-15,2022-12-15,8,7136.72
ORDER10143,CUST6793,PROD213,STORE8,2024-03-10,2024-03-20,2024-03-21,4,5075.64
ORDER10144,CUST5169,PROD268,STORE4,2023-12-01,2023-12-11,2023-12-10,6,10503.54
ORDER10145,CUST5276,PROD120,STORE4,2022-03-29,2022-04-07,2022-04-07,3,1619.46
ORDER10146,CUST765,PROD149,STORE4,2023-05-19,2023-05-28,2023-05-28,6,950.1
ORDER10147,CUST885,PROD76,STORE5,2024-07-18,2024-07-25,2024-07-24,2,1205.58
ORDER10148,CUST309,PROD82,STORE1,2022-04-22,2022-04-24,2022-04-23,1,590.49
ORDER10149,CUST5727,PROD226,STORE7,2024-11-27,2024-12-07,2024-12-07,7,9599.31
ORDER10150,CUST2550,PROD77,STORE2,2024-04-20,2024-04-27,2024-04-26,2,3565.28
ORDER10151,CUST1680,PROD163,STORE6,2023-04-16,2023-04-18,2023-04-19,5,4564.85
ORDER10152,CUST5699,PROD31,STORE7,2024-06-16,2024-06-24,2024-06-24,4,5501.64
ORDER10153,CUST53,PROD122,STORE8,2023-05-23,2023-05-29,2023-05-30,6,1064.76
ORDER10154,CUST4470,PROD100,STORE1,2023-10-17,2023-10-26,2023-10-25,10,18434.7
ORDER10155,CUST3606,PROD81,STORE6,2023-07-22,2023-07-31,2023-08-01,9,11004.48
ORDER10156,CUST4685,PROD215,STORE10,2023-02-24,2023-03-04,2023-03-04,4,6624.44
ORDER10157,CUST6419,PROD245,STORE3,2022-08-10,2022-08-19,2022-08-19,10,19737.6
ORDER10158,CUST3118,PROD236,STORE9,2023-06-03,2023-06-10,2023-06-11,10,18512.5
ORDER10159,CUST98,PROD146,STORE6,2023-03-15,2023-03-18,2023-03-18,4,4905.44
ORDER10160,CUST5834,PROD190,STORE2,2023-09-04,2023-09-11,2023-09-11,9,10980.18
ORDER10161,CUST337,PROD52,STORE6,2022-07-23,2022-07-25,2022-07-25,1,788.65
ORDER10162,CUST4465,PROD106,STORE7,2023-11-02,2023-11-07,2023-11-06,5,6438.4
ORDER10163,CUST354,PROD156,STORE2,2022-02-08,2022-02-13,2022-02-13,2,923.26
ORDER10164,CUST5784,PROD138,STORE2,2023-09-09,2023-09-12,2023-09-11,8,3610.72
ORDER10165,CUST5685,PROD172,STORE1,2023-09-22,2023-09-30,2023-09-29,7,7255.57
ORDER10166,CUST7118,PROD183,STORE6,2024-05-28,2024-06-07,2024-06-08,7,5417.09
ORDER10167,CUST2500,PROD71,STORE9,2023-05-18,2023-05-21,2023-05-21,5,1383.6
ORDER10168,CUST7950,PROD189,STORE6,2022-03-26,2022-04-04,2022-04-04,10,2982.1
ORDER10169,CUST1055,PROD124,STORE10,2023-12-19,2023-12-23,2023-12-23,9,5037.3
ORDER10170,CUST5891,PROD155,STORE3,2022-12-02,2022-12-10,2022-12-09,10,12070.5
ORDER10171,CUST7048,PROD200,STORE9,2024-02-16,2024-02-21,2024-02-21,9,4744.62
ORDER10172,CUST3596,PROD52,STORE1,2023-10-30,2023-11-08,2023-11-07,3,2365.95
ORDER10173,CUST6294,PROD221,STORE3,2024-09-17,2024-09-26,2024-09-25,8,9539.36
ORDER10174,CUST3369,PROD252,STORE2,2022-11-25,2022-12-04,2022-12-04,3,2508.33
ORDER10175,CUST5689,PROD72,STORE4,2024-09-20,2024-09-30,2024-09-29,5,6910.2
ORDER10176,CUST5965,PROD88,STORE8,2023-12-25,2024-01-04,2024-01-05,2,3114.9
ORDER10177,CUST5681,PROD129,STORE2,2022-08-28,2022-09-06,2022-09-07,1,1008.63
ORDER10178,CUST4629,PROD264,STORE8,2023-09-02,2023-09-10,2023-09-09,1,272.84
ORDER10179,CUST5107,PROD135,STORE1,2023-09-22,2023-09-25,2023-09-25,4,5987.64
ORDER10180,CUST3604,PROD122,STORE7,2023-04-17,2023-04-19,2023-04-19,4,709.84
ORDER10181,CUST7715,PROD138,STORE7,2022-07-02,2022-07-07,2022-07-06,4,1805.36
ORDER10182,CUST6356,PROD64,STORE3,2024-02-04,2024-02-10,2024-02-09,9,1796.67
ORDER10183,CUST36,PROD102,STORE7,2022-07-14,2022-07-22,2022-07-23,3,5086.38
ORDER10184,CUST4913,PROD262,STORE5,2022-11-08,2022-11-14,2022-11-15,5,1032.75
ORDER10185,CUST2512,PROD233,STORE1,2022-02-21,2022-03-03,2022-03-02,1,1176.96
ORDER10186,CUST70,PROD66,STORE4,2024-10-28,2024-11-02,2024-11-02,9,16386.21
ORDER10187,CUST2654,PROD65,STORE3,2022-12-29,2023-01-05,2023-01-06,10,11523.9
ORDER10188,CUST4859,PROD190,STORE8,2024-05-24,2024-05-30,2024-05-31,1,1220.02
ORDER10189,CUST6972,PROD2,STORE8,2022-11-30,2022-12-04,2022-12-04,2,3931.34
ORDER10190,CUST2179,PROD84,STORE9,2022-08-26,2022-08-31,2022-08-31,2,2930.08
ORDER10191,CUST909,PROD36,STORE3,2023-08-27,2023-08-29,2023-08-29,10,13661.8
ORDER10192,CUST1793,PROD198,STORE8,2023-07-31,2023-08-09,2023-08-10,7,12499.9
ORDER10193,CUST2596,PROD79,STORE6,2024-02-14,2024-02-24,2024-02-24,6,2624.58
ORDER10194,CUST4954,PROD55,STORE7,2023-11-18,2023-11-21,2023-11-20,6,11011.38
ORDER10195,CUST2721,PROD125,STORE1,2023-10-21,2023-10-25,2023-10-26,3,899.97
ORDER10196,CUST7909,PROD255,STORE4,2023-12-20,2023-12-28,2023-12-29,1,1843.99
ORDER10197,CUST2438,PROD211,STORE1,2024-06-09,2024-06-15,2024-06-15,8,6301.44
ORDER10198,CUST6331,PROD195,STORE1,2024-04-05,2024-04-07,2024-04-06,8,934.24
ORDER10199,CUST2224,PROD173,STORE6,2022-10-10,2022-10-17,2022-10-16,2,3480.34
ORDER10200,CUST3856,PROD66,STORE7,2024-01-22,2024-01-27,2024-01-28,2,3641.38
ORDER10201,CUST2657,PROD92,STORE6,2023-06-02,2023-06-04,2023-06-05,5,7909.7
ORDER10202,CUST2422,PROD115,STORE7,2024-07-09,2024-07-19,2024-07-18,4,4071.76
ORDER10203,CUST253,PROD43,STORE10,2023-01-13,2023-01-23,2023-01-22,6,10109.28
ORDER10204,CUST4686,PROD264,STORE1,2023-12-29,2023-12-31,2023-12-30,1,272.84
ORDER10205,CUST2816,PROD232,STORE8,2022-11-25,2022-12-03,2022-12-03,3,4014.33
ORDER10206,CUST4233,PROD191,STORE9,2024-10-27,2024-11-01,2024-10-31,6,6807.78
ORDER10207,CUST3994,PROD171,STORE6,2022-02-11,2022-02-16,2022-02-15,5,9095.9
ORDER10208,CUST4578,PROD65,STORE4,2024-11-23,2024-12-03,2024-12-02,5,5761.95
ORDER10209,CUST1663,PROD266,STORE9,2024-06-10,2024-06-13,2024-06-13,8,4882.4
ORDER10210,CUST5079,PROD210,STORE7,2023-10-11,2023-10-17,2023-10-16,4,4848.36
ORDER10211,CUST6226,PROD76,STORE1,2024-11-27,2024-12-03,2024-12-02,7,4219.53
ORDER10212,CUST3822,PROD234,STORE7,2024-09-19,2024-09-24,2024-09-25,4,5186.88
ORDER10213,CUST7684,PROD154,STORE4,2022-03-12,2022-03-21,2022-03-20,3,1897.47
ORDER10214,CUST409,PROD191,STORE2,2023-10-01,2023-10-06,2023-10-05,6,6807.78
ORDER10215,CUST268,PROD124,STORE5,2022-06-24,2022-07-02,2022-07-03,5,2798.5
ORDER10216,CUST1007,PROD18,STORE5,2022-01-15,2022-01-22,2022-01-22,3,2821.92
ORDER10217,CUST5814,PROD86,STORE3,2022-12-18,2022-12-27,2022-12-26,1,1217.44
ORDER10218,CUST2126,PROD157,STORE5,2023-06-27,2023-06-29,2023-06-30,2,3261.54
ORDER10219,CUST2224,PROD60,STORE6,2022-05-11,2022-05-14,2022-05-15,4,5880.6
ORDER10220,CUST6952,PROD41,STORE3,2022-07-20,2022-07-27,2022-07-26,4,6428.88
ORDER10221,CUST7781,PROD86,STORE5,2023-05-04,2023-05-14,2023-05-14,9,10956.96
ORDER10222,CUST6397,PROD24,STORE9,2024-09-14,2024-09-24,2024-09-23,5,1642.1
ORDER10223,CUST6980,PROD180,STORE10,2024-11-24,2024-11-30,2024-12-01,1,1968.03
ORDER10224,CUST7804,PROD50,STORE9,2022-04-26,2022-05-06,2022-05-06,7,1480.29
ORDER10225,CUST1975,PROD62,STORE1,2024-05-18,2024-05-23,2024-05-23,6,5113.44
ORDER10226,CUST5007,PROD262,STORE5,2024-02-25,2024-03-04,2024-03-04,8,1652.4
ORDER10227,CUST7696,PROD62,STORE5,2024-11-19,2024-11-29,2024-11-30,6,5113.44
ORDER10228,CUST676,PROD119,STORE4,2023-01-10,2023-01-17,2023-01-18,5,599.3
ORDER10229,CUST2051,PROD110,STORE6,2023-09-11,2023-09-21,2023-09-20,5,3948.8
ORDER10230,CUST4788,PROD43,STORE4,2023-04-30,2023-05-10,2023-05-09,3,5054.64
ORDER10231,CUST4048,PROD220,STORE3,2023-11-25,2023-12-03,2023-12-03,2,1515.92
ORDER10232,CUST4937,PROD202,STORE5,2024-10-31,2024-11-06,2024-11-06,8,7136.72
ORDER10233,CUST3733,PROD146,STORE3,2023-05-05,2023-05-07,2023-05-07,9,11037.24
ORDER10234,CUST3760,PROD22,STORE9,2022-03-22,2022-03-31,2022-03-31,3,2946.57
ORDER10235,CUST684,PROD216,STORE3,2024-02-10,2024-02-17,2024-02-17,9,16828.02
ORDER10236,CUST872,PROD10,STORE1,2022-12-10,2022-12-19,2022-12-20,9,9684.63
ORDER10237,CUST3933,PROD24,STORE9,2023-01-17,2023-01-26,2023-01-26,10,3284.2
ORDER10238,CUST6789,PROD198,STORE6,2022-11-11,2022-11-18,2022-11-17,4,7142.8
ORDER10239,CUST1870,PROD134,STORE9,2024-12-21,2024-12-26,2024-12-25,5,3628.75
ORDER10240,CUST7476,PROD219,STORE4,2024-01-21,2024-01-30,2024-01-31,10,15481.4
ORDER10241,CUST3584,PROD97,STORE1,2024-03-26,2024-03-31,2024-03-30,5,5850.3
ORDER10242,CUST1027,PROD211,STORE1,2024-06-19,2024-06-25,2024-06-24,10,7876.8
ORDER10243,CUST6218,PROD109,STORE10,2023-01-28,2023-02-04,2023-02-05,10,997.3
ORDER10244,CUST1035,PROD85,STORE1,2022-08-27,2022-08-31,2022-09-01,5,7404.55
ORDER10245,CUST5905,PROD247,STORE7,2022-11-20,2022-11-26,2022-11-25,10,3998.3
ORDER10246,CUST3918,PROD235,STORE5,2024-03-31,2024-04-08,2024-04-09,3,4310.58
ORDER10247,CUST6259,PROD117,STORE1,2023-07-17,2023-07-25,2023-07-25,7,4549.51
ORDER10248,CUST2206,PROD82,STORE6,2023-11-02,2023-11-11,2023-11-10,3,1771.47
ORDER10249,CUST2724,PROD126,STORE1,2024-07-06,2024-07-14,2024-07-15,5,611.45
ORDER10250,CUST6173,PROD234,STORE9,2024-02-07,2024-02-11,2024-02-10,2,2593.44
ORDER10251,CUST2789,PROD180,STORE5,2023-05-14,2023-05-20,2023-05-20,3,5904.09
ORDER10252,CUST5354,PROD17,STORE10,2022-02-27,2022-03-05,2022-03-05,9,9314.64
ORDER10253,CUST4396,PROD176,STORE5,2024-10-25,2024-11-03,2024-11-04,9,15095.79
ORDER10254,CUST581,PROD142,STORE9,2022-03-27,2022-04-05,2022-04-06,8,12256.16
ORDER10255,CUST3457,PROD71,STORE1,2024-12-09,2024-12-18,2024-12-19,1,276.72
ORDER10256,CUST167,PROD114,STORE5,2023-01-09,2023-01-18,2023-01-19,10,4608.8
ORDER10257,CUST2126,PROD80,STORE5,2023-06-22,2023-06-25,2023-06-26,6,2235.36
ORDER10258,CUST838,PROD156,STORE4,2022-02-14,2022-02-17,2022-02-16,6,2769.78
ORDER10259,CUST6247,PROD156,STORE8,2022-07-26,2022-07-28,2022-07-28,6,2769.78
ORDER10260,CUST7594,PROD180,STORE6,2022-06-21,2022-06-23,2022-06-22,9,17712.27
ORDER10261,CUST2481,PROD202,STORE7,2023-02-12,2023-02-16,2023-02-16,1,892.09
ORDER10262,CUST5440,PROD115,STORE2,2023-12-22,2023-12-28,2023-12-29,1,1017.94
ORDER10263,CUST5907,PROD61,STORE5,2023-02-23,2023-03-02,2023-03-02,3,3209.16
ORDER10264,CUST7443,PROD157,STORE2,2023-01-25,2023-02-01,2023-01-31,1,1630.77
ORDER10265,CUST5441,PROD116,STORE9,2022-01-04,2022-01-11,2022-01-10,7,2899.68
ORDER10266,CUST6405,PROD5,STORE1,2022-07-17,2022-07-19,2022-07-18,3,2140.95
ORDER10267,CUST7078,PROD22,STORE3,2023-05-10,2023-05-14,2023-05-15,2,1964.38
ORDER10268,CUST4102,PROD216,STORE1,2024-06-09,2024-06-18,2024-06-18,8,14958.24
ORDER10269,CUST7731,PROD31,STORE3,2022-10-24,2022-10-30,2022-10-30,10,13754.1
ORDER10270,CUST600,PROD53,STORE9,2023-07-02,2023-07-08,2023-07-08,3,2303.85
ORDER10271,CUST3871,PROD185,STORE6,2024-07-15,2024-07-18,2024-07-19,6,4970.94
ORDER10272,CUST2966,PROD195,STORE8,2022-04-28,2022-05-02,2022-05-01,5,583.9
ORDER10273,CUST5001,PROD54,STORE10,2022-04-04,2022-04-12,2022-04-11,2,3674.04
ORDER10274,CUST3876,PROD47,STORE5,2023-10-27,2023-10-29,2023-10-29,7,3539.55
ORDER10275,CUST4663,PROD133,STORE6,2023-10-28,2023-11-02,2023-11-02,10,9710.0
ORDER10276,CUST6350,PROD194,STORE7,2022-05-04,2022-05-09,2022-05-10,4,6391.04
ORDER10277,CUST7163,PROD267,STORE2,2022-04-11,2022-04-13,2022-04-14,10,13084.0
ORDER10278,CUST5662,PROD6,STORE9,2023-05-05,2023-05-12,2023-05-13,6,8326.98
ORDER10279,CUST1723,PROD179,STORE2,2022-04-03,2022-04-10,2022-04-09,5,2405.2
ORDER10280,CUST3676,PROD56,STORE2,2024-03-13,2024-03-21,2024-03-22,4,5563.4
ORDER10281,CUST1705,PROD238,STORE10,2023-06-09,2023-06-14,2023-06-13,2,617.08
ORDER10282,CUST1930,PROD41,STORE4,2024-07-19,2024-07-25,2024-07-25,9,14464.98
ORDER10283,CUST6030,PROD37,STORE5,2022-01-30,2022-02-03,2022-02-03,9,6122.79
ORDER10284,CUST541,PROD86,STORE2,2022-12-12,2022-12-19,2022-12-18,7,8522.08
ORDER10285,CUST6179,PROD268,STORE3,2023-02-09,2023-02-17,2023-02-16,7,12254.13
ORDER10286,CUST2984,PROD259,STORE8,2022-05-17,2022-05-22,2022-05-22,1,1645.61
ORDER10287,CUST2912,PROD149,STORE8,2022-05-15,2022-05-22,2022-05-21,2,316.7
ORDER10288,CUST909,PROD55,STORE8,2023-11-14,2023-11-20,2023-11-20,6,11011.38
ORDER10289,CUST1929,PROD251,STORE8,2023-11-03,2023-11-13,2023-11-14,4,2110.64
ORDER10290,CUST1621,PROD244,STORE7,2022-03-04,2022-03-08,2022-03-09,5,5228.95
ORDER10291,CUST312,PROD267,STORE4,2022-08-13,2022-08-18,2022-08-17,5,6542.0
ORDER10292,CUST5260,PROD105,STORE2,2022-10-09,2022-10-19,2022-10-19,4,7125.64
ORDER10293,CUST3102,PROD234,STORE4,2024-07-22,2024-07-31,2024-07-30,2,2593.44
ORDER10294,CUST7732,PROD184,STORE6,2022-08-29,2022-09-04,2022-09-04,6,11255.52
ORDER10295,CUST4664,PROD125,STORE3,2022-09-20,2022-09-29,2022-09-29,5,1499.95
ORDER10296,CUST7704,PROD263,STORE1,2024-08-11,2024-08-17,2024-08-18,5,7643.85
ORDER10297,CUST2762,PROD59,STORE3,2022-04-14,2022-04-16,2022-04-16,1,70.84
ORDER10298,CUST4469,PROD230,STORE7,2023-10-03,2023-10-13,2023-10-12,4,5458.24
ORDER10299,CUST4082,PROD30,STORE5,2024-11-20,2024-11-27,2024-11-27,8,8041.68
ORDER10300,CUST1150,PROD203,STORE5,2023-12-10,2023-12-20,2023-12-21,5,2017.15
ORDER10301,CUST3686,PROD127,STORE1,2023-03-13,2023-03-19,2023-03-19,3,3736.11
ORDER10302,CUST1143,PROD69,STORE4,2024-09-18,2024-09-27,2024-09-27,7,3643.99
ORDER10303,CUST3853,PROD80,STORE3,2022-08-09,2022-08-18,2022-08-19,8,2980.48
ORDER10304,CUST1793,PROD187,STORE9,2023-01-30,2023-02-06,2023-02-05,6,11140.86
ORDER10305,CUST6017,PROD178,STORE9,2023-07-30,2023-08-04,2023-08-05,9,10582.02
ORDER10306,CUST7909,PROD224,STORE6,2024-05-30,2024-06-07,2024-06-08,9,9241.65
ORDER10307,CUST7958,PROD238,STORE5,2022-01-27,2022-02-06,2022-02-07,3,925.62
ORDER10308,CUST5542,PROD217,STORE8,2023-08-12,2023-08-15,2023-08-16,8,11007.2
ORDER10309,CUST4768,PROD165,STORE9,2022-06-30,2022-07-05,2022-07-05,1,668.67
ORDER10310,CUST6817,PROD6,STORE2,2022-08-22,2022-08-24,2022-08-25,4,5551.32
ORDER10311,CUST4532,PROD25,STORE7,2022-12-01,2022-12-10,2022-12-09,8,12908.64
ORDER10312,CUST1405,PROD81,STORE6,2023-06-10,2023-06-13,2023-06-14,1,1222.72
ORDER10313,CUST1651,PROD86,STORE1,2022-06-17,2022-06-25,2022-06-26,5,6087.2
ORDER10314,CUST776,PROD197,STORE9,2023-08-01,2023-08-05,2023-08-06,8,4068.96
ORDER10315,CUST7199,PROD5,STORE8,2024-08-07,2024-08-15,2024-08-15,8,5709.2
ORDER10316,CUST858,PROD70,STORE9,2024-07-31,2024-08-09,2024-08-09,9,1393.38
ORDER10317,CUST4757,PROD217,STORE2,2022-04-03,2022-04-06,2022-04-06,10,13759.0
ORDER10318,CUST2930,PROD210,STORE6,2023-12-21,2023-12-29,2023-12-29,7,8484.63
ORDER10319,CUST4021,PROD196,STORE10,2024-07-19,2024-07-28,2024-07-27,2,2867.52
ORDER10320,CUST5706,PROD231,STORE9,2022-03-03,2022-03-08,2022-03-08,4,4707.2
ORDER10321,CUST1094,PROD195,STORE7,2022-03-09,2022-03-16,2022-03-17,4,467.12
ORDER10322,CUST4909,PROD180,STORE8,2024-06-23,2024-07-02,2024-07-01,7,13776.21
ORDER10323,CUST356,PROD155,STORE7,2023-02-16,2023-02-24,2023-02-23,10,12070.5
ORDER10324,CUST2712,PROD56,STORE9,2023-03-19,2023-03-28,2023-03-28,7,9735.95
ORDER10325,CUST1119,PROD216,STORE6,2023-04-05,2023-04-10,2023-04-11,9,16828.02
ORDER10326,CUST4516,PROD206,STORE10,2023-02-16,2023-02-20,2023-02-21,2,1374.1
