PaymentID,OrderID,PaymentDate,PaymentMethod,PaymentStatus,AmountPaid
PAYMENT7623,ORDER7623,2022-09-28,PayPal,Completed,561.4
PAYMENT7624,ORDER7624,2022-09-09,Net Banking,Failed,0.0
PAYMENT7625,ORDER7625,2023-09-01,Net Banking,Pending,0.0
PAYMENT7626,ORDER7626,2024-02-18,Net Banking,Completed,1069.72
PAYMENT7627,ORDER7627,2023-11-17,PayPal,Pending,0.0
PAYMENT7628,ORDER7628,2024-09-22,Net Banking,Pending,0.0
PAYMENT7629,ORDER7629,2024-12-10,Net Banking,Failed,0.0
PAYMENT7630,ORDER7630,2023-07-18,Credit Card,Completed,1438.16
PAYMENT7631,ORDER7631,2022-12-13,Credit Card,Pending,0.0
PAYMENT7632,ORDER7632,2023-11-18,Net Banking,Completed,2624.58
PAYMENT7633,ORDER7633,2023-05-30,Credit Card,Failed,0.0
PAYMENT7634,ORDER7634,2022-05-13,PayPal,Failed,0.0
PAYMENT7635,ORDER7635,2024-01-29,Net Banking,Pending,0.0
PAYMENT7636,ORDER7636,2022-02-15,Net Banking,Completed,6027.9
PAYMENT7637,ORDER7637,2022-04-30,Credit Card,Completed,5720.5
PAYMENT7638,ORDER7638,2024-01-22,Credit Card,Failed,0.0
PAYMENT7639,ORDER7639,2023-04-27,Credit Card,Pending,0.0
PAYMENT7640,ORDER7640,2023-07-03,Debit Card,Completed,4142.4
PAYMENT7641,ORDER7641,2022-02-09,PayPal,Completed,4840.74
PAYMENT7642,ORDER7642,2023-11-16,Credit Card,Pending,0.0
PAYMENT7643,ORDER7643,2024-09-30,Credit Card,Completed,5511.9
PAYMENT7644,ORDER7644,2023-12-01,Credit Card,Pending,0.0
PAYMENT7645,ORDER7645,2023-06-06,PayPal,Pending,0.0
PAYMENT7646,ORDER7646,2024-11-11,Debit Card,Failed,0.0
PAYMENT7647,ORDER7647,2023-03-05,Net Banking,Failed,0.0
PAYMENT7648,ORDER7648,2024-11-20,Net Banking,Completed,3508.32
PAYMENT7649,ORDER7649,2022-09-25,PayPal,Failed,0.0
PAYMENT7650,ORDER7650,2024-08-02,Net Banking,Failed,0.0
PAYMENT7651,ORDER7651,2024-01-09,Debit Card,Failed,0.0
PAYMENT7652,ORDER7652,2022-09-06,Credit Card,Failed,0.0
PAYMENT7653,ORDER7653,2024-01-23,Credit Card,Failed,0.0
PAYMENT7654,ORDER7654,2024-11-28,Net Banking,Failed,0.0
PAYMENT7655,ORDER7655,2024-02-07,Credit Card,Completed,1581.54
PAYMENT7656,ORDER7656,2022-12-24,Debit Card,Failed,0.0
PAYMENT7657,ORDER7657,2024-01-02,Credit Card,Completed,7503.68
PAYMENT7658,ORDER7658,2024-07-14,Net Banking,Failed,0.0
PAYMENT7659,ORDER7659,2022-09-18,Debit Card,Completed,637.36
PAYMENT7660,ORDER7660,2024-04-03,Debit Card,Failed,0.0
PAYMENT7661,ORDER7661,2022-02-14,Credit Card,Pending,0.0
PAYMENT7662,ORDER7662,2022-01-28,PayPal,Pending,0.0
PAYMENT7663,ORDER7663,2024-08-27,PayPal,Pending,0.0
PAYMENT7664,ORDER7664,2023-01-10,Net Banking,Failed,0.0
PAYMENT7665,ORDER7665,2022-02-28,Debit Card,Failed,0.0
PAYMENT7666,ORDER7666,2023-02-16,Debit Card,Completed,1078.62
PAYMENT7667,ORDER7667,2024-02-18,Net Banking,Completed,11808.18
PAYMENT7668,ORDER7668,2022-05-04,Debit Card,Completed,8326.98
PAYMENT7669,ORDER7669,2022-12-01,Net Banking,Failed,0.0
PAYMENT7670,ORDER7670,2022-09-06,PayPal,Completed,6575.55
PAYMENT7671,ORDER7671,2022-09-18,Net Banking,Pending,0.0
PAYMENT7672,ORDER7672,2024-12-25,PayPal,Completed,8280.55
PAYMENT7673,ORDER7673,2023-07-17,Debit Card,Completed,328.42
PAYMENT7674,ORDER7674,2024-02-04,PayPal,Failed,0.0
PAYMENT7675,ORDER7675,2022-03-01,Credit Card,Failed,0.0
PAYMENT7676,ORDER7676,2023-11-08,Debit Card,Pending,0.0
PAYMENT7677,ORDER7677,2022-10-18,Credit Card,Pending,0.0
PAYMENT7678,ORDER7678,2022-01-22,Credit Card,Failed,0.0
PAYMENT7679,ORDER7679,2023-03-15,Net Banking,Failed,0.0
PAYMENT7680,ORDER7680,2022-02-06,PayPal,Failed,0.0
PAYMENT7681,ORDER7681,2023-11-20,Debit Card,Pending,0.0
PAYMENT7682,ORDER7682,2022-09-14,Credit Card,Failed,0.0
PAYMENT7683,ORDER7683,2023-03-01,Credit Card,Completed,11056.32
PAYMENT7684,ORDER7684,2023-06-25,Debit Card,Completed,5962.1
PAYMENT7685,ORDER7685,2023-10-22,Credit Card,Pending,0.0
PAYMENT7686,ORDER7686,2023-06-17,PayPal,Failed,0.0
PAYMENT7687,ORDER7687,2024-02-22,Debit Card,Pending,0.0
PAYMENT7688,ORDER7688,2024-03-04,PayPal,Failed,0.0
PAYMENT7689,ORDER7689,2024-02-04,Credit Card,Pending,0.0
PAYMENT7690,ORDER7690,2023-04-27,Debit Card,Pending,0.0
PAYMENT7691,ORDER7691,2024-11-20,Debit Card,Pending,0.0
PAYMENT7692,ORDER7692,2023-10-16,PayPal,Pending,0.0
PAYMENT7693,ORDER7693,2024-04-11,Debit Card,Pending,0.0
PAYMENT7694,ORDER7694,2023-09-05,PayPal,Pending,0.0
PAYMENT7695,ORDER7695,2022-02-10,PayPal,Completed,8069.04
PAYMENT7696,ORDER7696,2024-02-27,PayPal,Failed,0.0
PAYMENT7697,ORDER7697,2022-12-16,Credit Card,Completed,3766.63
PAYMENT7698,ORDER7698,2023-09-20,Credit Card,Pending,0.0
PAYMENT7699,ORDER7699,2022-08-07,Net Banking,Failed,0.0
PAYMENT7700,ORDER7700,2022-03-01,Credit Card,Failed,0.0
PAYMENT7701,ORDER7701,2023-12-08,Net Banking,Completed,2665.12
PAYMENT7702,ORDER7702,2024-12-21,Credit Card,Pending,0.0
PAYMENT7703,ORDER7703,2023-08-13,PayPal,Failed,0.0
PAYMENT7704,ORDER7704,2024-01-18,Net Banking,Failed,0.0
PAYMENT7705,ORDER7705,2024-09-25,Net Banking,Completed,4672.35
PAYMENT7706,ORDER7706,2024-04-25,Credit Card,Failed,0.0
PAYMENT7707,ORDER7707,2024-05-25,Debit Card,Pending,0.0
PAYMENT7708,ORDER7708,2024-04-02,Credit Card,Failed,0.0
PAYMENT7709,ORDER7709,2024-04-11,Net Banking,Failed,0.0
PAYMENT7710,ORDER7710,2022-12-18,Credit Card,Failed,0.0
PAYMENT7711,ORDER7711,2023-05-06,Credit Card,Pending,0.0
PAYMENT7712,ORDER7712,2022-04-10,Credit Card,Completed,2452.72
PAYMENT7713,ORDER7713,2022-06-23,Debit Card,Failed,0.0
PAYMENT7714,ORDER7714,2024-10-15,Debit Card,Completed,5893.14
PAYMENT7715,ORDER7715,2022-09-22,Credit Card,Failed,0.0
PAYMENT7716,ORDER7716,2022-07-13,Debit Card,Failed,0.0
PAYMENT7717,ORDER7717,2022-10-19,Debit Card,Failed,0.0
PAYMENT7718,ORDER7718,2023-01-05,PayPal,Completed,1045.79
PAYMENT7719,ORDER7719,2023-06-27,Debit Card,Pending,0.0
PAYMENT7720,ORDER7720,2023-02-12,Net Banking,Pending,0.0
PAYMENT7721,ORDER7721,2024-04-12,Net Banking,Completed,3778.74
PAYMENT7722,ORDER7722,2024-12-21,PayPal,Pending,0.0
PAYMENT7723,ORDER7723,2024-04-04,Credit Card,Pending,0.0
PAYMENT7724,ORDER7724,2024-09-13,PayPal,Completed,3015.63
PAYMENT7725,ORDER7725,2024-10-30,Credit Card,Pending,0.0
PAYMENT7726,ORDER7726,2023-04-29,Net Banking,Failed,0.0
PAYMENT7727,ORDER7727,2022-10-19,PayPal,Pending,0.0
PAYMENT7728,ORDER7728,2023-04-19,PayPal,Completed,15259.14
PAYMENT7729,ORDER7729,2023-05-06,Net Banking,Failed,0.0
PAYMENT7730,ORDER7730,2022-07-19,PayPal,Pending,0.0
PAYMENT7731,ORDER7731,2023-04-29,Credit Card,Completed,5089.56
PAYMENT7732,ORDER7732,2022-01-30,PayPal,Completed,762.5
PAYMENT7733,ORDER7733,2022-10-23,Net Banking,Pending,0.0
PAYMENT7734,ORDER7734,2023-06-03,PayPal,Completed,1561.71
PAYMENT7735,ORDER7735,2023-10-09,PayPal,Failed,0.0
PAYMENT7736,ORDER7736,2022-11-09,Net Banking,Pending,0.0
PAYMENT7737,ORDER7737,2024-02-01,Debit Card,Failed,0.0
PAYMENT7738,ORDER7738,2023-03-22,Net Banking,Completed,12453.7
PAYMENT7739,ORDER7739,2024-09-22,Net Banking,Completed,6318.08
PAYMENT7740,ORDER7740,2024-06-23,Net Banking,Completed,5704.95
PAYMENT7741,ORDER7741,2023-11-10,Debit Card,Failed,0.0
PAYMENT7742,ORDER7742,2024-01-17,Credit Card,Completed,874.86
PAYMENT7743,ORDER7743,2022-11-11,Net Banking,Pending,0.0
PAYMENT7744,ORDER7744,2023-12-31,Credit Card,Failed,0.0
PAYMENT7745,ORDER7745,2023-03-01,Net Banking,Pending,0.0
PAYMENT7746,ORDER7746,2023-09-25,PayPal,Failed,0.0
PAYMENT7747,ORDER7747,2024-09-15,Net Banking,Completed,1751.26
PAYMENT7748,ORDER7748,2022-06-09,Debit Card,Pending,0.0
PAYMENT7749,ORDER7749,2023-09-04,Net Banking,Completed,7971.0
PAYMENT7750,ORDER7750,2023-06-19,Credit Card,Failed,0.0
PAYMENT7751,ORDER7751,2024-03-07,Net Banking,Pending,0.0
PAYMENT7752,ORDER7752,2023-08-24,Debit Card,Pending,0.0
PAYMENT7753,ORDER7753,2023-03-19,Credit Card,Pending,0.0
PAYMENT7754,ORDER7754,2023-10-08,Debit Card,Failed,0.0
PAYMENT7755,ORDER7755,2023-09-29,Credit Card,Failed,0.0
PAYMENT7756,ORDER7756,2022-11-11,Credit Card,Failed,0.0
PAYMENT7757,ORDER7757,2023-07-29,Debit Card,Completed,4791.42
PAYMENT7758,ORDER7758,2022-03-12,Debit Card,Pending,0.0
PAYMENT7759,ORDER7759,2022-01-18,Net Banking,Completed,13107.0
PAYMENT7760,ORDER7760,2024-02-20,Debit Card,Completed,6690.55
PAYMENT7761,ORDER7761,2024-07-09,PayPal,Pending,0.0
PAYMENT7762,ORDER7762,2022-02-12,Credit Card,Completed,10211.67
PAYMENT7763,ORDER7763,2023-01-01,PayPal,Failed,0.0
PAYMENT7764,ORDER7764,2024-04-08,Credit Card,Failed,0.0
PAYMENT7765,ORDER7765,2023-05-28,Debit Card,Failed,0.0
PAYMENT7766,ORDER7766,2022-08-30,Debit Card,Failed,0.0
PAYMENT7767,ORDER7767,2022-04-12,PayPal,Failed,0.0
PAYMENT7768,ORDER7768,2024-08-12,Debit Card,Pending,0.0
PAYMENT7769,ORDER7769,2022-03-28,Credit Card,Completed,498.65
PAYMENT7770,ORDER7770,2023-07-03,Credit Card,Completed,11794.16
PAYMENT7771,ORDER7771,2022-06-09,Net Banking,Completed,5043.15
PAYMENT7772,ORDER7772,2024-08-12,Credit Card,Failed,0.0
PAYMENT7773,ORDER7773,2024-09-02,PayPal,Pending,0.0
PAYMENT7774,ORDER7774,2024-09-18,Credit Card,Failed,0.0
PAYMENT7775,ORDER7775,2022-12-06,PayPal,Completed,5799.43
PAYMENT7776,ORDER7776,2022-05-25,Debit Card,Completed,11107.5
PAYMENT7777,ORDER7777,2022-06-27,PayPal,Failed,0.0
PAYMENT7778,ORDER7778,2022-10-29,PayPal,Pending,0.0
PAYMENT7779,ORDER7779,2024-11-08,Net Banking,Failed,0.0
PAYMENT7780,ORDER7780,2023-09-19,Credit Card,Pending,0.0
PAYMENT7781,ORDER7781,2022-11-03,Net Banking,Completed,3560.34
PAYMENT7782,ORDER7782,2023-04-10,PayPal,Completed,9061.75
PAYMENT7783,ORDER7783,2024-09-15,PayPal,Pending,0.0
PAYMENT7784,ORDER7784,2022-11-14,Credit Card,Failed,0.0
PAYMENT7785,ORDER7785,2023-05-06,PayPal,Completed,7528.44
PAYMENT7786,ORDER7786,2024-01-07,Debit Card,Failed,0.0
PAYMENT7787,ORDER7787,2022-06-09,Credit Card,Pending,0.0
PAYMENT7788,ORDER7788,2023-04-27,PayPal,Completed,1269.44
PAYMENT7789,ORDER7789,2024-12-07,Debit Card,Pending,0.0
PAYMENT7790,ORDER7790,2023-07-26,Debit Card,Pending,0.0
PAYMENT7791,ORDER7791,2022-02-22,PayPal,Completed,5627.76
PAYMENT7792,ORDER7792,2023-08-22,PayPal,Pending,0.0
PAYMENT7793,ORDER7793,2022-09-27,Net Banking,Failed,0.0
PAYMENT7794,ORDER7794,2024-01-21,PayPal,Failed,0.0
PAYMENT7795,ORDER7795,2023-03-27,Credit Card,Completed,671.14
PAYMENT7796,ORDER7796,2023-07-13,Net Banking,Completed,10980.18
PAYMENT7797,ORDER7797,2024-01-11,PayPal,Completed,1675.32
PAYMENT7798,ORDER7798,2022-05-13,PayPal,Failed,0.0
PAYMENT7799,ORDER7799,2024-02-12,Debit Card,Failed,0.0
PAYMENT7800,ORDER7800,2024-08-09,Credit Card,Completed,1930.14
PAYMENT7801,ORDER7801,2024-11-26,Credit Card,Completed,479.44
PAYMENT7802,ORDER7802,2023-12-31,Credit Card,Pending,0.0
PAYMENT7803,ORDER7803,2024-12-02,Net Banking,Completed,4654.16
PAYMENT7804,ORDER7804,2024-07-30,PayPal,Pending,0.0
PAYMENT7805,ORDER7805,2023-10-08,PayPal,Pending,0.0
PAYMENT7806,ORDER7806,2022-11-04,Debit Card,Failed,0.0
PAYMENT7807,ORDER7807,2024-03-04,Debit Card,Failed,0.0
PAYMENT7808,ORDER7808,2024-04-04,Credit Card,Failed,0.0
PAYMENT7809,ORDER7809,2024-03-01,PayPal,Failed,0.0
PAYMENT7810,ORDER7810,2024-08-10,PayPal,Failed,0.0
PAYMENT7811,ORDER7811,2024-02-05,PayPal,Pending,0.0
PAYMENT7812,ORDER7812,2023-12-14,Credit Card,Completed,8931.3
PAYMENT7813,ORDER7813,2023-06-17,PayPal,Failed,0.0
PAYMENT7814,ORDER7814,2022-05-31,Credit Card,Completed,2729.12
PAYMENT7815,ORDER7815,2022-01-26,Credit Card,Completed,10371.51
PAYMENT7816,ORDER7816,2022-04-21,Credit Card,Completed,6372.35
PAYMENT7817,ORDER7817,2022-08-07,PayPal,Pending,0.0
PAYMENT7818,ORDER7818,2022-11-19,Debit Card,Failed,0.0
PAYMENT7819,ORDER7819,2023-11-23,Debit Card,Completed,3652.32
PAYMENT7820,ORDER7820,2023-11-19,Net Banking,Pending,0.0
PAYMENT7821,ORDER7821,2024-04-05,PayPal,Pending,0.0
PAYMENT7822,ORDER7822,2024-01-18,Debit Card,Completed,10301.44
PAYMENT7823,ORDER7823,2022-08-05,PayPal,Failed,0.0
PAYMENT7824,ORDER7824,2022-11-29,Debit Card,Failed,0.0
PAYMENT7825,ORDER7825,2023-02-10,PayPal,Completed,680.31
PAYMENT7826,ORDER7826,2024-01-25,Credit Card,Pending,0.0
PAYMENT7827,ORDER7827,2023-03-15,Debit Card,Failed,0.0
PAYMENT7828,ORDER7828,2022-01-31,Debit Card,Pending,0.0
PAYMENT7829,ORDER7829,2022-07-06,Debit Card,Pending,0.0
PAYMENT7830,ORDER7830,2024-03-28,Credit Card,Completed,226.53
PAYMENT7831,ORDER7831,2022-09-05,Debit Card,Failed,0.0
PAYMENT7832,ORDER7832,2022-09-06,Net Banking,Failed,0.0
PAYMENT7833,ORDER7833,2022-08-11,PayPal,Failed,0.0
PAYMENT7834,ORDER7834,2024-08-10,Credit Card,Failed,0.0
PAYMENT7835,ORDER7835,2024-11-21,Net Banking,Pending,0.0
PAYMENT7836,ORDER7836,2022-06-09,Net Banking,Failed,0.0
PAYMENT7837,ORDER7837,2022-05-15,Net Banking,Completed,10836.98
PAYMENT7838,ORDER7838,2023-12-03,Net Banking,Pending,0.0
PAYMENT7839,ORDER7839,2023-03-26,Net Banking,Failed,0.0
PAYMENT7840,ORDER7840,2022-12-27,Credit Card,Failed,0.0
PAYMENT7841,ORDER7841,2024-01-25,Debit Card,Completed,6437.34
PAYMENT7842,ORDER7842,2023-08-28,Debit Card,Failed,0.0
PAYMENT7843,ORDER7843,2023-03-09,Net Banking,Completed,3636.27
PAYMENT7844,ORDER7844,2022-08-21,Net Banking,Completed,9379.6
PAYMENT7845,ORDER7845,2023-09-21,Net Banking,Failed,0.0
PAYMENT7846,ORDER7846,2023-05-29,Net Banking,Pending,0.0
PAYMENT7847,ORDER7847,2023-08-02,Credit Card,Completed,1577.3
PAYMENT7848,ORDER7848,2024-02-28,PayPal,Pending,0.0
PAYMENT7849,ORDER7849,2023-12-22,Credit Card,Failed,0.0
PAYMENT7850,ORDER7850,2024-10-22,Debit Card,Pending,0.0
PAYMENT7851,ORDER7851,2024-10-15,Net Banking,Completed,13260.87
PAYMENT7852,ORDER7852,2022-12-31,PayPal,Failed,0.0
PAYMENT7853,ORDER7853,2022-12-26,PayPal,Pending,0.0
PAYMENT7854,ORDER7854,2023-01-23,Credit Card,Pending,0.0
PAYMENT7855,ORDER7855,2024-04-25,Credit Card,Failed,0.0
PAYMENT7856,ORDER7856,2024-01-25,Net Banking,Failed,0.0
PAYMENT7857,ORDER7857,2022-08-15,Debit Card,Failed,0.0
PAYMENT7858,ORDER7858,2024-03-29,Credit Card,Pending,0.0
PAYMENT7859,ORDER7859,2022-12-25,Credit Card,Pending,0.0
PAYMENT7860,ORDER7860,2022-04-24,Debit Card,Failed,0.0
PAYMENT7861,ORDER7861,2022-01-27,Debit Card,Failed,0.0
PAYMENT7862,ORDER7862,2024-09-02,Net Banking,Failed,0.0
PAYMENT7863,ORDER7863,2024-07-26,Net Banking,Pending,0.0
PAYMENT7864,ORDER7864,2023-03-24,Debit Card,Failed,0.0
PAYMENT7865,ORDER7865,2024-01-31,PayPal,Failed,0.0
PAYMENT7866,ORDER7866,2023-08-07,Credit Card,Completed,561.4
PAYMENT7867,ORDER7867,2024-09-12,Debit Card,Failed,0.0
PAYMENT7868,ORDER7868,2022-10-04,PayPal,Pending,0.0
PAYMENT7869,ORDER7869,2023-07-25,Debit Card,Pending,0.0
PAYMENT7870,ORDER7870,2023-07-05,Debit Card,Completed,4045.2
PAYMENT7871,ORDER7871,2023-03-27,Credit Card,Failed,0.0
PAYMENT7872,ORDER7872,2022-04-13,Debit Card,Pending,0.0
PAYMENT7873,ORDER7873,2024-10-15,PayPal,Failed,0.0
PAYMENT7874,ORDER7874,2022-12-11,Net Banking,Failed,0.0
PAYMENT7875,ORDER7875,2024-12-03,PayPal,Completed,3705.8
PAYMENT7876,ORDER7876,2024-09-22,Debit Card,Completed,3527.34
PAYMENT7877,ORDER7877,2024-12-11,PayPal,Completed,4610.24
PAYMENT7878,ORDER7878,2023-06-10,PayPal,Failed,0.0
PAYMENT7879,ORDER7879,2024-12-02,Net Banking,Pending,0.0
PAYMENT7880,ORDER7880,2024-08-08,Debit Card,Pending,0.0
PAYMENT7881,ORDER7881,2022-06-27,PayPal,Failed,0.0
PAYMENT7882,ORDER7882,2024-05-13,PayPal,Pending,0.0
PAYMENT7883,ORDER7883,2023-08-01,PayPal,Completed,3890.16
PAYMENT7884,ORDER7884,2024-02-25,Debit Card,Failed,0.0
PAYMENT7885,ORDER7885,2023-04-23,Debit Card,Failed,0.0
PAYMENT7886,ORDER7886,2023-04-11,Credit Card,Completed,715.26
PAYMENT7887,ORDER7887,2022-08-08,Credit Card,Failed,0.0
PAYMENT7888,ORDER7888,2024-08-20,PayPal,Failed,0.0
PAYMENT7889,ORDER7889,2024-02-11,Credit Card,Pending,0.0
PAYMENT7890,ORDER7890,2024-12-20,Credit Card,Completed,898.85
PAYMENT7891,ORDER7891,2022-10-12,Debit Card,Completed,9131.55
PAYMENT7892,ORDER7892,2023-03-01,Debit Card,Completed,13759.69
PAYMENT7893,ORDER7893,2023-11-14,PayPal,Completed,9593.99
PAYMENT7894,ORDER7894,2024-08-16,Net Banking,Pending,0.0
PAYMENT7895,ORDER7895,2022-12-08,Credit Card,Completed,1691.76
PAYMENT7896,ORDER7896,2024-06-10,Credit Card,Failed,0.0
PAYMENT7897,ORDER7897,2024-08-01,Debit Card,Pending,0.0
PAYMENT7898,ORDER7898,2022-06-10,PayPal,Completed,967.88
PAYMENT7899,ORDER7899,2022-10-11,Debit Card,Failed,0.0
PAYMENT7900,ORDER7900,2023-07-10,Debit Card,Completed,3538.62
PAYMENT7901,ORDER7901,2024-06-23,Credit Card,Completed,2751.8
PAYMENT7902,ORDER7902,2022-01-16,Net Banking,Failed,0.0
PAYMENT7903,ORDER7903,2024-10-16,PayPal,Pending,0.0
PAYMENT7904,ORDER7904,2024-06-12,Debit Card,Failed,0.0
PAYMENT7905,ORDER7905,2024-01-20,Debit Card,Completed,7726.08
PAYMENT7906,ORDER7906,2024-02-20,Credit Card,Completed,12042.99
PAYMENT7907,ORDER7907,2022-07-07,Debit Card,Pending,0.0
PAYMENT7908,ORDER7908,2024-05-11,Net Banking,Completed,5923.64
PAYMENT7909,ORDER7909,2022-04-14,PayPal,Pending,0.0
PAYMENT7910,ORDER7910,2024-08-10,Debit Card,Failed,0.0
PAYMENT7911,ORDER7911,2023-02-26,Credit Card,Failed,0.0
PAYMENT7912,ORDER7912,2022-03-21,Credit Card,Completed,3109.53
PAYMENT7913,ORDER7913,2024-09-22,Credit Card,Completed,16372.62
PAYMENT7914,ORDER7914,2022-05-28,PayPal,Completed,1296.36
PAYMENT7915,ORDER7915,2023-08-29,Debit Card,Pending,0.0
PAYMENT7916,ORDER7916,2022-10-27,PayPal,Completed,1949.79
PAYMENT7917,ORDER7917,2024-05-15,PayPal,Completed,9267.3
PAYMENT7918,ORDER7918,2022-08-29,PayPal,Completed,3769.47
PAYMENT7919,ORDER7919,2023-05-10,Credit Card,Pending,0.0
PAYMENT7920,ORDER7920,2022-07-22,Net Banking,Completed,304.99
PAYMENT7921,ORDER7921,2024-08-10,PayPal,Completed,9718.5
PAYMENT7922,ORDER7922,2023-06-24,Debit Card,Completed,4936.83
PAYMENT7923,ORDER7923,2024-05-16,Net Banking,Pending,0.0
PAYMENT7924,ORDER7924,2023-09-02,Credit Card,Pending,0.0
PAYMENT7925,ORDER7925,2023-07-25,PayPal,Completed,13472.19
PAYMENT7926,ORDER7926,2022-01-04,Credit Card,Completed,5830.93
PAYMENT7927,ORDER7927,2023-07-19,PayPal,Completed,5735.04
PAYMENT7928,ORDER7928,2024-11-16,Net Banking,Pending,0.0
PAYMENT7929,ORDER7929,2022-11-07,Credit Card,Failed,0.0
PAYMENT7930,ORDER7930,2023-07-24,Credit Card,Failed,0.0
PAYMENT7931,ORDER7931,2024-06-20,PayPal,Pending,0.0
PAYMENT7932,ORDER7932,2023-01-31,Debit Card,Completed,9868.8
PAYMENT7933,ORDER7933,2022-05-17,Credit Card,Completed,5690.8
PAYMENT7934,ORDER7934,2022-01-26,Net Banking,Completed,4677.76
PAYMENT7935,ORDER7935,2022-12-19,PayPal,Pending,0.0
PAYMENT7936,ORDER7936,2024-10-13,Credit Card,Pending,0.0
PAYMENT7937,ORDER7937,2022-02-26,Net Banking,Pending,0.0
PAYMENT7938,ORDER7938,2024-01-27,Net Banking,Failed,0.0
PAYMENT7939,ORDER7939,2023-04-26,Net Banking,Completed,1594.57
PAYMENT7940,ORDER7940,2022-05-28,PayPal,Failed,0.0
PAYMENT7941,ORDER7941,2022-05-24,Credit Card,Failed,0.0
PAYMENT7942,ORDER7942,2024-05-01,PayPal,Pending,0.0
PAYMENT7943,ORDER7943,2023-05-22,Debit Card,Failed,0.0
PAYMENT7944,ORDER7944,2024-11-27,Net Banking,Completed,708.4
PAYMENT7945,ORDER7945,2023-12-10,Net Banking,Failed,0.0
PAYMENT7946,ORDER7946,2022-09-30,Debit Card,Failed,0.0
PAYMENT7947,ORDER7947,2024-10-08,PayPal,Pending,0.0
PAYMENT7948,ORDER7948,2022-09-12,PayPal,Completed,3562.82
PAYMENT7949,ORDER7949,2024-10-03,Credit Card,Pending,0.0
PAYMENT7950,ORDER7950,2024-02-16,Net Banking,Failed,0.0
PAYMENT7951,ORDER7951,2022-04-29,Credit Card,Pending,0.0
PAYMENT7952,ORDER7952,2022-03-30,Net Banking,Failed,0.0
PAYMENT7953,ORDER7953,2022-09-27,PayPal,Pending,0.0
PAYMENT7954,ORDER7954,2023-10-16,Net Banking,Failed,0.0
PAYMENT7955,ORDER7955,2024-07-18,Credit Card,Failed,0.0
PAYMENT7956,ORDER7956,2024-03-10,Debit Card,Completed,6175.82
PAYMENT7957,ORDER7957,2022-08-07,Net Banking,Failed,0.0
PAYMENT7958,ORDER7958,2024-11-04,Net Banking,Failed,0.0
PAYMENT7959,ORDER7959,2024-08-13,Credit Card,Completed,925.45
PAYMENT7960,ORDER7960,2024-08-22,PayPal,Pending,0.0
PAYMENT7961,ORDER7961,2022-05-25,Credit Card,Failed,0.0
PAYMENT7962,ORDER7962,2023-09-06,Debit Card,Pending,0.0
PAYMENT7963,ORDER7963,2024-08-12,Debit Card,Completed,617.08
PAYMENT7964,ORDER7964,2022-08-17,Debit Card,Completed,14698.4
PAYMENT7965,ORDER7965,2024-12-12,Debit Card,Pending,0.0
PAYMENT7966,ORDER7966,2022-09-02,Credit Card,Completed,967.88
PAYMENT7967,ORDER7967,2024-11-20,Credit Card,Completed,3228.21
PAYMENT7968,ORDER7968,2023-12-27,Debit Card,Failed,0.0
PAYMENT7969,ORDER7969,2023-10-22,PayPal,Completed,738.33
PAYMENT7970,ORDER7970,2023-12-08,Credit Card,Pending,0.0
PAYMENT7971,ORDER7971,2024-02-23,PayPal,Failed,0.0
PAYMENT7972,ORDER7972,2023-07-21,Debit Card,Failed,0.0
PAYMENT7973,ORDER7973,2024-09-28,Debit Card,Failed,0.0
PAYMENT7974,ORDER7974,2022-12-10,Net Banking,Completed,2187.15
PAYMENT7975,ORDER7975,2022-10-26,PayPal,Failed,0.0
PAYMENT7976,ORDER7976,2024-07-15,PayPal,Pending,0.0
PAYMENT7977,ORDER7977,2023-03-11,Net Banking,Pending,0.0
PAYMENT7978,ORDER7978,2024-06-19,Debit Card,Completed,2361.96
PAYMENT7979,ORDER7979,2024-09-04,Debit Card,Pending,0.0
PAYMENT7980,ORDER7980,2024-01-09,Net Banking,Completed,5043.15
PAYMENT7981,ORDER7981,2022-01-06,Net Banking,Pending,0.0
PAYMENT7982,ORDER7982,2022-12-19,Credit Card,Pending,0.0
PAYMENT7983,ORDER7983,2022-02-04,Net Banking,Failed,0.0
PAYMENT7984,ORDER7984,2024-06-11,Net Banking,Completed,10600.38
PAYMENT7985,ORDER7985,2022-06-13,PayPal,Completed,8456.55
PAYMENT7986,ORDER7986,2024-10-03,Credit Card,Failed,0.0
PAYMENT7987,ORDER7987,2022-04-20,Net Banking,Completed,6131.8
PAYMENT7988,ORDER7988,2024-09-25,Debit Card,Pending,0.0
PAYMENT7989,ORDER7989,2024-09-16,Debit Card,Failed,0.0
PAYMENT7990,ORDER7990,2022-04-03,Net Banking,Failed,0.0
PAYMENT7991,ORDER7991,2023-06-27,Net Banking,Completed,5026.05
PAYMENT7992,ORDER7992,2024-12-08,Credit Card,Completed,4726.08
PAYMENT7993,ORDER7993,2023-06-03,PayPal,Pending,0.0
PAYMENT7994,ORDER7994,2023-09-08,Debit Card,Pending,0.0
PAYMENT7995,ORDER7995,2024-08-28,PayPal,Failed,0.0
PAYMENT7996,ORDER7996,2022-12-08,PayPal,Pending,0.0
PAYMENT7997,ORDER7997,2023-05-01,Debit Card,Completed,5634.06
PAYMENT7998,ORDER7998,2022-05-03,Debit Card,Completed,1928.97
PAYMENT7999,ORDER7999,2022-12-19,PayPal,Failed,0.0
