ReturnID,OrderID,ProductID,ReturnDate,Reason,Status,RefundAmount
RETURN1877,ORDER4323,PROD217,2023-09-30,Wrong Item,Rejected,0.0
RETURN1878,ORDER2357,PROD6,2022-12-25,Wrong Item,Accepted,4163.49
RETURN1879,ORDER2237,PROD135,2024-12-23,Wrong Item,Accepted,10478.37
RETURN1880,ORDER17815,PROD133,2024-03-04,Not as Described,Rejected,0.0
RETURN1881,ORDER3969,PROD86,2023-07-16,Not as Described,Rejected,0.0
RETURN1882,ORDER4065,PROD125,2024-02-19,Not as Described,Rejected,0.0
RETURN1883,ORDER12130,PROD55,2024-01-04,Not as Described,Accepted,3670.46
RETURN1884,ORDER4068,PROD156,2022-05-13,Changed Mind,Rejected,0.0
RETURN1885,ORDER8451,PROD259,2022-09-06,Defective,Accepted,14810.49
RETURN1886,ORDER15657,PROD169,2023-07-04,Defective,Rejected,0.0
RETURN1887,ORDER6409,PROD79,2023-11-07,Not as Described,Accepted,1312.29
RETURN1888,ORDER10634,PROD31,2022-11-16,Not as Described,Accepted,9627.87
RETURN1889,ORDER2638,PROD14,2024-04-10,Wrong Item,Rejected,0.0
RETURN1890,ORDER14986,PROD87,2022-08-21,Not as Described,Rejected,0.0
RETURN1891,ORDER1706,PROD11,2024-11-08,Defective,Accepted,4891.64
RETURN1892,ORDER641,PROD158,2024-10-30,Wrong Item,Rejected,0.0
RETURN1893,ORDER1700,PROD156,2024-07-04,Defective,Accepted,2308.15
RETURN1894,ORDER15532,PROD192,2024-08-25,Wrong Item,Accepted,2134.93
RETURN1895,ORDER3912,PROD99,2023-01-15,Changed Mind,Accepted,260.25
RETURN1896,ORDER15045,PROD255,2022-01-25,Not as Described,Accepted,7375.96
RETURN1897,ORDER18879,PROD248,2024-09-23,Changed Mind,Rejected,0.0
RETURN1898,ORDER15472,PROD200,2022-07-01,Changed Mind,Accepted,3163.08
RETURN1899,ORDER5453,PROD76,2023-10-25,Not as Described,Rejected,0.0
RETURN1900,ORDER19475,PROD225,2022-05-16,Changed Mind,Rejected,0.0
RETURN1901,ORDER6711,PROD220,2023-08-10,Not as Described,Rejected,0.0
RETURN1902,ORDER11903,PROD251,2024-09-07,Wrong Item,Accepted,2110.64
RETURN1903,ORDER11651,PROD259,2022-03-30,Not as Described,Accepted,3291.22
RETURN1904,ORDER14394,PROD109,2023-09-18,Not as Described,Accepted,299.19
RETURN1905,ORDER11546,PROD239,2024-09-30,Defective,Rejected,0.0
RETURN1906,ORDER1802,PROD23,2022-03-18,Changed Mind,Rejected,0.0
RETURN1907,ORDER8343,PROD89,2024-08-29,Defective,Rejected,0.0
RETURN1908,ORDER7602,PROD143,2024-10-12,Wrong Item,Accepted,738.33
RETURN1909,ORDER9669,PROD96,2023-06-28,Wrong Item,Accepted,2582.82
RETURN1910,ORDER7984,PROD39,2024-06-16,Changed Mind,Rejected,0.0
RETURN1911,ORDER6025,PROD74,2023-01-07,Not as Described,Rejected,0.0
RETURN1912,ORDER12862,PROD187,2024-05-26,Not as Described,Rejected,0.0
RETURN1913,ORDER1895,PROD45,2022-06-16,Not as Described,Accepted,453.06
RETURN1914,ORDER14185,PROD89,2024-06-10,Not as Described,Rejected,0.0
RETURN1915,ORDER15397,PROD262,2023-10-15,Wrong Item,Rejected,0.0
RETURN1916,ORDER10310,PROD6,2022-08-30,Defective,Rejected,0.0
RETURN1917,ORDER13533,PROD212,2024-11-12,Defective,Accepted,8376.84
RETURN1918,ORDER3731,PROD124,2024-09-10,Not as Described,Rejected,0.0
RETURN1919,ORDER10061,PROD123,2022-07-03,Changed Mind,Rejected,0.0
RETURN1920,ORDER16059,PROD227,2022-04-29,Wrong Item,Rejected,0.0
RETURN1921,ORDER8960,PROD73,2022-06-02,Wrong Item,Accepted,1572.72
RETURN1922,ORDER6824,PROD158,2022-12-14,Wrong Item,Rejected,0.0
RETURN1923,ORDER3439,PROD175,2024-09-10,Wrong Item,Rejected,0.0
RETURN1924,ORDER11440,PROD61,2022-02-22,Changed Mind,Accepted,10697.2
RETURN1925,ORDER10232,PROD202,2024-11-19,Not as Described,Rejected,0.0
RETURN1926,ORDER3632,PROD17,2023-05-16,Defective,Accepted,2069.92
RETURN1927,ORDER19222,PROD171,2022-07-31,Changed Mind,Rejected,0.0
RETURN1928,ORDER12811,PROD235,2022-12-11,Changed Mind,Accepted,12931.74
RETURN1929,ORDER515,PROD244,2023-02-10,Defective,Accepted,2091.58
RETURN1930,ORDER6883,PROD106,2024-06-17,Defective,Rejected,0.0
RETURN1931,ORDER9677,PROD86,2024-04-16,Changed Mind,Rejected,0.0
RETURN1932,ORDER15087,PROD103,2024-04-23,Not as Described,Rejected,0.0
RETURN1933,ORDER7,PROD17,2022-07-12,Defective,Rejected,0.0
RETURN1934,ORDER612,PROD148,2022-11-21,Not as Described,Rejected,0.0
RETURN1935,ORDER12030,PROD238,2023-04-16,Wrong Item,Accepted,1234.16
RETURN1936,ORDER10677,PROD114,2024-07-31,Defective,Accepted,1382.64
RETURN1937,ORDER18049,PROD258,2024-12-26,Defective,Rejected,0.0
RETURN1938,ORDER12411,PROD17,2023-08-31,Defective,Rejected,0.0
RETURN1939,ORDER3504,PROD15,2024-01-10,Changed Mind,Rejected,0.0
RETURN1940,ORDER13129,PROD28,2024-11-25,Changed Mind,Accepted,317.64
RETURN1941,ORDER13634,PROD63,2022-05-18,Not as Described,Rejected,0.0
RETURN1942,ORDER2115,PROD22,2022-11-02,Changed Mind,Rejected,0.0
RETURN1943,ORDER11560,PROD128,2023-04-22,Changed Mind,Rejected,0.0
RETURN1944,ORDER15319,PROD48,2023-12-17,Wrong Item,Accepted,7528.44
RETURN1945,ORDER12251,PROD149,2024-12-22,Wrong Item,Accepted,158.35
RETURN1946,ORDER2584,PROD88,2024-10-21,Not as Described,Accepted,10902.15
RETURN1947,ORDER10454,PROD41,2022-09-08,Not as Described,Accepted,11250.54
RETURN1948,ORDER14019,PROD193,2024-12-21,Wrong Item,Rejected,0.0
RETURN1949,ORDER11181,PROD240,2023-06-13,Defective,Rejected,0.0
RETURN1950,ORDER8815,PROD158,2024-09-02,Defective,Rejected,0.0
RETURN1951,ORDER406,PROD25,2022-02-08,Changed Mind,Accepted,14522.22
RETURN1952,ORDER17932,PROD265,2023-04-07,Changed Mind,Accepted,1722.24
RETURN1953,ORDER14969,PROD112,2022-10-15,Not as Described,Rejected,0.0
RETURN1954,ORDER14661,PROD107,2022-06-17,Defective,Accepted,8686.2
RETURN1955,ORDER15831,PROD214,2023-08-29,Defective,Rejected,0.0
RETURN1956,ORDER2189,PROD96,2022-04-15,Defective,Accepted,5165.64
RETURN1957,ORDER9783,PROD115,2024-09-30,Defective,Accepted,8143.52
RETURN1958,ORDER11497,PROD181,2024-11-27,Defective,Accepted,921.95
RETURN1959,ORDER18086,PROD261,2022-12-09,Wrong Item,Rejected,0.0
RETURN1960,ORDER14083,PROD106,2024-11-27,Changed Mind,Rejected,0.0
RETURN1961,ORDER17100,PROD181,2022-07-26,Defective,Accepted,1843.9
RETURN1962,ORDER13810,PROD132,2023-02-05,Defective,Accepted,15403.92
RETURN1963,ORDER16346,PROD83,2022-04-07,Changed Mind,Rejected,0.0
RETURN1964,ORDER5532,PROD94,2022-04-03,Wrong Item,Accepted,13860.63
RETURN1965,ORDER16985,PROD251,2023-01-25,Wrong Item,Accepted,2638.3
RETURN1966,ORDER6550,PROD142,2024-02-28,Not as Described,Rejected,0.0
RETURN1967,ORDER9901,PROD119,2022-07-30,Wrong Item,Accepted,1078.74
RETURN1968,ORDER2908,PROD140,2024-05-27,Not as Described,Accepted,7496.91
RETURN1969,ORDER5685,PROD89,2022-03-29,Wrong Item,Accepted,5761.84
RETURN1970,ORDER14206,PROD227,2022-10-04,Not as Described,Accepted,5869.5
RETURN1971,ORDER5118,PROD217,2024-08-15,Not as Described,Accepted,6879.5
RETURN1972,ORDER10629,PROD139,2024-08-16,Not as Described,Accepted,12520.83
RETURN1973,ORDER11711,PROD53,2022-01-16,Not as Described,Accepted,4607.7
RETURN1974,ORDER7928,PROD36,2024-11-24,Defective,Accepted,12295.62
RETURN1975,ORDER11554,PROD243,2024-04-01,Wrong Item,Accepted,9351.48
RETURN1976,ORDER19769,PROD138,2024-02-20,Wrong Item,Rejected,0.0
RETURN1977,ORDER1691,PROD62,2024-03-05,Changed Mind,Accepted,5965.68
RETURN1978,ORDER11456,PROD25,2023-12-19,Changed Mind,Rejected,0.0
RETURN1979,ORDER1118,PROD157,2022-09-28,Changed Mind,Accepted,4892.31
RETURN1980,ORDER7372,PROD65,2024-11-23,Defective,Rejected,0.0
RETURN1981,ORDER3389,PROD126,2023-05-23,Wrong Item,Rejected,0.0
RETURN1982,ORDER16118,PROD220,2022-02-06,Defective,Rejected,0.0
RETURN1983,ORDER14815,PROD130,2023-06-04,Wrong Item,Accepted,643.38
RETURN1984,ORDER6205,PROD81,2023-01-13,Changed Mind,Rejected,0.0
RETURN1985,ORDER3113,PROD100,2022-11-23,Not as Described,Rejected,0.0
RETURN1986,ORDER9168,PROD114,2024-04-20,Wrong Item,Rejected,0.0
RETURN1987,ORDER2656,PROD97,2024-09-29,Changed Mind,Rejected,0.0
RETURN1988,ORDER17477,PROD170,2024-05-20,Changed Mind,Rejected,0.0
RETURN1989,ORDER19223,PROD105,2023-11-09,Not as Described,Rejected,0.0
RETURN1990,ORDER12300,PROD139,2023-07-25,Not as Described,Rejected,0.0
RETURN1991,ORDER2324,PROD175,2023-12-02,Wrong Item,Accepted,4610.2
RETURN1992,ORDER17424,PROD184,2024-05-21,Wrong Item,Accepted,11255.52
RETURN1993,ORDER8782,PROD47,2024-12-10,Not as Described,Rejected,0.0
RETURN1994,ORDER10445,PROD244,2024-10-19,Not as Described,Rejected,0.0
RETURN1995,ORDER10325,PROD216,2023-04-26,Not as Described,Rejected,0.0
RETURN1996,ORDER16102,PROD49,2024-09-13,Wrong Item,Rejected,0.0
RETURN1997,ORDER18072,PROD235,2023-08-23,Not as Described,Rejected,0.0
RETURN1998,ORDER11838,PROD3,2022-08-05,Wrong Item,Accepted,7428.0
RETURN1999,ORDER17009,PROD197,2023-03-28,Wrong Item,Accepted,5086.2
RETURN2000,ORDER8266,PROD168,2024-03-11,Changed Mind,Accepted,7774.8
RETURN2001,ORDER7326,PROD241,2024-02-04,Defective,Accepted,9472.05
RETURN2002,ORDER10655,PROD42,2022-08-20,Defective,Rejected,0.0
RETURN2003,ORDER15696,PROD77,2022-05-01,Changed Mind,Rejected,0.0
RETURN2004,ORDER7321,PROD1,2023-10-21,Wrong Item,Rejected,0.0
RETURN2005,ORDER11270,PROD253,2024-10-09,Not as Described,Accepted,3701.8
RETURN2006,ORDER397,PROD239,2024-02-25,Wrong Item,Accepted,466.48
RETURN2007,ORDER552,PROD162,2022-02-16,Wrong Item,Rejected,0.0
RETURN2008,ORDER18569,PROD108,2023-06-21,Defective,Accepted,3479.0
RETURN2009,ORDER14031,PROD42,2024-08-07,Wrong Item,Accepted,4026.84
RETURN2010,ORDER18435,PROD68,2024-01-01,Changed Mind,Rejected,0.0
RETURN2011,ORDER13278,PROD261,2024-01-09,Changed Mind,Rejected,0.0
RETURN2012,ORDER14854,PROD131,2024-04-13,Changed Mind,Accepted,1110.53
RETURN2013,ORDER15929,PROD104,2024-11-26,Defective,Rejected,0.0
RETURN2014,ORDER3729,PROD76,2024-08-08,Wrong Item,Accepted,3616.74
RETURN2015,ORDER5863,PROD173,2022-02-17,Changed Mind,Rejected,0.0
RETURN2016,ORDER11618,PROD15,2022-02-20,Not as Described,Rejected,0.0
RETURN2017,ORDER2384,PROD148,2023-04-23,Not as Described,Accepted,7995.36
RETURN2018,ORDER14790,PROD225,2024-04-03,Not as Described,Accepted,7256.4
RETURN2019,ORDER13664,PROD162,2023-03-30,Not as Described,Rejected,0.0
RETURN2020,ORDER10659,PROD123,2022-11-26,Defective,Rejected,0.0
RETURN2021,ORDER4400,PROD248,2022-12-04,Wrong Item,Accepted,12753.6
RETURN2022,ORDER18961,PROD248,2022-09-12,Changed Mind,Accepted,11159.4
RETURN2023,ORDER2723,PROD222,2023-06-27,Defective,Rejected,0.0
RETURN2024,ORDER15039,PROD39,2023-07-29,Changed Mind,Accepted,5889.1
RETURN2025,ORDER12940,PROD43,2022-12-16,Not as Described,Rejected,0.0
RETURN2026,ORDER3302,PROD189,2024-05-19,Changed Mind,Rejected,0.0
RETURN2027,ORDER17805,PROD262,2024-07-31,Not as Described,Accepted,1239.3
RETURN2028,ORDER12269,PROD249,2024-09-14,Wrong Item,Accepted,581.77
RETURN2029,ORDER689,PROD23,2023-08-24,Wrong Item,Accepted,871.0
RETURN2030,ORDER4528,PROD124,2024-12-12,Defective,Rejected,0.0
RETURN2031,ORDER6632,PROD230,2022-04-26,Wrong Item,Accepted,4093.68
RETURN2032,ORDER9665,PROD37,2023-03-18,Defective,Accepted,3401.55
RETURN2033,ORDER2985,PROD148,2023-06-18,Wrong Item,Accepted,5330.24
RETURN2034,ORDER19571,PROD121,2023-02-07,Changed Mind,Rejected,0.0
RETURN2035,ORDER15327,PROD172,2022-11-15,Changed Mind,Rejected,0.0
RETURN2036,ORDER3962,PROD152,2022-09-24,Not as Described,Accepted,9460.8
RETURN2037,ORDER494,PROD237,2022-04-09,Not as Described,Rejected,0.0
RETURN2038,ORDER5245,PROD163,2023-03-24,Changed Mind,Accepted,1825.94
RETURN2039,ORDER14985,PROD192,2022-06-16,Defective,Accepted,304.99
RETURN2040,ORDER3643,PROD2,2024-01-09,Not as Described,Accepted,5897.01
RETURN2041,ORDER15119,PROD52,2022-11-15,Defective,Rejected,0.0
RETURN2042,ORDER14746,PROD98,2022-03-19,Changed Mind,Accepted,3917.84
RETURN2043,ORDER8340,PROD16,2022-06-02,Not as Described,Rejected,0.0
RETURN2044,ORDER3558,PROD114,2024-06-23,Wrong Item,Accepted,460.88
RETURN2045,ORDER18219,PROD227,2024-07-03,Changed Mind,Accepted,2934.75
RETURN2046,ORDER1332,PROD107,2023-05-07,Not as Described,Accepted,2605.86
RETURN2047,ORDER19130,PROD106,2024-01-16,Changed Mind,Accepted,11589.12
RETURN2048,ORDER6878,PROD149,2024-08-24,Changed Mind,Accepted,1425.15
RETURN2049,ORDER5193,PROD229,2023-04-24,Wrong Item,Accepted,1283.1
RETURN2050,ORDER827,PROD142,2022-02-09,Defective,Accepted,15320.2
RETURN2051,ORDER11915,PROD136,2022-01-20,Changed Mind,Accepted,5089.56
RETURN2052,ORDER3298,PROD121,2023-03-16,Changed Mind,Rejected,0.0
RETURN2053,ORDER3151,PROD175,2023-11-10,Changed Mind,Rejected,0.0
RETURN2054,ORDER19445,PROD217,2023-06-10,Changed Mind,Rejected,0.0
RETURN2055,ORDER1355,PROD265,2024-12-16,Changed Mind,Rejected,0.0
RETURN2056,ORDER7665,PROD150,2022-03-08,Wrong Item,Accepted,4291.56
RETURN2057,ORDER7613,PROD29,2024-08-02,Wrong Item,Accepted,1115.38
RETURN2058,ORDER6465,PROD192,2023-05-25,Not as Described,Accepted,1829.94
RETURN2059,ORDER15132,PROD151,2022-06-04,Defective,Accepted,5052.6
RETURN2060,ORDER13092,PROD107,2024-09-09,Wrong Item,Rejected,0.0
RETURN2061,ORDER7429,PROD179,2024-02-19,Changed Mind,Accepted,2405.2
RETURN2062,ORDER15490,PROD72,2022-07-23,Changed Mind,Rejected,0.0
RETURN2063,ORDER4125,PROD229,2024-04-09,Wrong Item,Accepted,12831.0
RETURN2064,ORDER13206,PROD39,2022-02-02,Defective,Accepted,10600.38
RETURN2065,ORDER141,PROD104,2024-08-30,Not as Described,Accepted,1307.7
RETURN2066,ORDER12078,PROD99,2023-05-02,Changed Mind,Rejected,0.0
RETURN2067,ORDER15994,PROD195,2023-02-26,Changed Mind,Accepted,817.46
RETURN2068,ORDER4107,PROD38,2023-08-12,Changed Mind,Accepted,2603.78
RETURN2069,ORDER1885,PROD128,2023-07-12,Not as Described,Rejected,0.0
RETURN2070,ORDER2910,PROD99,2023-01-15,Changed Mind,Accepted,433.75
RETURN2071,ORDER1764,PROD106,2023-10-28,Defective,Accepted,1287.68
RETURN2072,ORDER18146,PROD232,2023-01-16,Defective,Accepted,1338.11
RETURN2073,ORDER9796,PROD74,2022-08-31,Defective,Rejected,0.0
RETURN2074,ORDER14235,PROD50,2024-09-29,Wrong Item,Rejected,0.0
RETURN2075,ORDER3149,PROD156,2022-09-25,Wrong Item,Accepted,923.26
RETURN2076,ORDER11690,PROD238,2023-04-04,Wrong Item,Accepted,1851.24
RETURN2077,ORDER19940,PROD9,2024-04-22,Wrong Item,Rejected,0.0
RETURN2078,ORDER5967,PROD211,2024-02-18,Wrong Item,Accepted,4726.08
RETURN2079,ORDER13412,PROD240,2022-08-28,Not as Described,Rejected,0.0
RETURN2080,ORDER5355,PROD262,2023-07-11,Wrong Item,Accepted,826.2
RETURN2081,ORDER9854,PROD163,2022-10-04,Defective,Rejected,0.0
RETURN2082,ORDER2211,PROD141,2022-05-30,Not as Described,Rejected,0.0
RETURN2083,ORDER7877,PROD44,2024-12-16,Not as Described,Rejected,0.0
RETURN2084,ORDER14106,PROD60,2023-06-06,Wrong Item,Rejected,0.0
RETURN2085,ORDER18157,PROD145,2022-09-26,Wrong Item,Accepted,3410.0
RETURN2086,ORDER1062,PROD189,2024-03-04,Defective,Rejected,0.0
RETURN2087,ORDER8899,PROD136,2022-11-13,Not as Described,Rejected,0.0
RETURN2088,ORDER19608,PROD170,2022-11-12,Not as Described,Rejected,0.0
RETURN2089,ORDER13590,PROD157,2023-05-18,Wrong Item,Accepted,11415.39
RETURN2090,ORDER13599,PROD61,2023-04-19,Defective,Accepted,1069.72
RETURN2091,ORDER7111,PROD193,2024-04-20,Not as Described,Rejected,0.0
RETURN2092,ORDER13576,PROD122,2023-01-06,Not as Described,Rejected,0.0
RETURN2093,ORDER12685,PROD185,2022-12-16,Wrong Item,Rejected,0.0
RETURN2094,ORDER311,PROD179,2022-12-01,Changed Mind,Accepted,3848.32
RETURN2095,ORDER2756,PROD233,2023-02-22,Changed Mind,Rejected,0.0
RETURN2096,ORDER9840,PROD11,2024-09-08,Not as Described,Rejected,0.0
RETURN2097,ORDER12970,PROD113,2023-11-21,Changed Mind,Rejected,0.0
RETURN2098,ORDER7448,PROD203,2024-08-08,Defective,Rejected,0.0
RETURN2099,ORDER16393,PROD179,2022-11-20,Changed Mind,Accepted,2886.24
RETURN2100,ORDER13110,PROD171,2023-07-15,Wrong Item,Rejected,0.0
RETURN2101,ORDER7433,PROD35,2022-04-26,Defective,Rejected,0.0
RETURN2102,ORDER11109,PROD204,2022-04-09,Defective,Rejected,0.0
RETURN2103,ORDER8839,PROD3,2024-04-16,Defective,Rejected,0.0
RETURN2104,ORDER14961,PROD142,2022-06-09,Defective,Accepted,13788.18
RETURN2105,ORDER11862,PROD26,2022-08-30,Wrong Item,Rejected,0.0
RETURN2106,ORDER11945,PROD249,2023-08-03,Defective,Rejected,0.0
RETURN2107,ORDER5374,PROD66,2022-04-15,Defective,Accepted,10924.14
RETURN2108,ORDER19122,PROD11,2023-07-17,Changed Mind,Accepted,11006.19
RETURN2109,ORDER17102,PROD91,2023-01-06,Changed Mind,Rejected,0.0
RETURN2110,ORDER14352,PROD58,2024-10-04,Changed Mind,Accepted,10528.38
RETURN2111,ORDER13205,PROD179,2023-09-14,Not as Described,Rejected,0.0
RETURN2112,ORDER16075,PROD158,2024-04-12,Defective,Rejected,0.0
RETURN2113,ORDER19156,PROD230,2023-04-01,Defective,Rejected,0.0
RETURN2114,ORDER1089,PROD153,2022-10-22,Defective,Accepted,7098.95
RETURN2115,ORDER6600,PROD183,2023-10-06,Changed Mind,Accepted,6190.96
RETURN2116,ORDER7357,PROD187,2022-12-12,Changed Mind,Rejected,0.0
RETURN2117,ORDER10886,PROD19,2022-07-31,Wrong Item,Accepted,3748.7
RETURN2118,ORDER18190,PROD122,2023-03-29,Defective,Accepted,1597.14
RETURN2119,ORDER14226,PROD215,2024-12-08,Changed Mind,Rejected,0.0
RETURN2120,ORDER5377,PROD206,2024-12-21,Not as Described,Rejected,0.0
RETURN2121,ORDER664,PROD192,2022-02-16,Wrong Item,Rejected,0.0
RETURN2122,ORDER61,PROD80,2022-10-11,Wrong Item,Accepted,3353.04
RETURN2123,ORDER4322,PROD105,2022-12-24,Wrong Item,Rejected,0.0
RETURN2124,ORDER9734,PROD135,2023-01-26,Not as Described,Rejected,0.0
RETURN2125,ORDER15094,PROD49,2023-01-02,Not as Described,Accepted,14793.03
RETURN2126,ORDER9287,PROD76,2022-10-29,Changed Mind,Accepted,6027.9
RETURN2127,ORDER7774,PROD143,2024-09-27,Wrong Item,Rejected,0.0
RETURN2128,ORDER5168,PROD40,2023-06-12,Changed Mind,Accepted,1833.31
RETURN2129,ORDER5728,PROD115,2022-03-01,Defective,Rejected,0.0
RETURN2130,ORDER7502,PROD265,2024-05-19,Not as Described,Accepted,5740.8
RETURN2131,ORDER2873,PROD253,2024-10-02,Wrong Item,Rejected,0.0
RETURN2132,ORDER17590,PROD9,2023-05-16,Changed Mind,Rejected,0.0
RETURN2133,ORDER15418,PROD194,2025-01-01,Changed Mind,Accepted,9586.56
RETURN2134,ORDER19710,PROD255,2024-10-19,Wrong Item,Rejected,0.0
RETURN2135,ORDER18080,PROD21,2023-05-26,Defective,Accepted,7039.56
RETURN2136,ORDER15925,PROD171,2024-04-23,Defective,Rejected,0.0
RETURN2137,ORDER10890,PROD47,2024-07-23,Not as Described,Accepted,1516.95
RETURN2138,ORDER2879,PROD35,2022-10-03,Not as Described,Accepted,2396.8
RETURN2139,ORDER10491,PROD177,2022-03-02,Wrong Item,Accepted,2766.54
RETURN2140,ORDER11301,PROD263,2024-01-29,Wrong Item,Rejected,0.0
RETURN2141,ORDER14202,PROD186,2022-07-09,Wrong Item,Rejected,0.0
RETURN2142,ORDER7954,PROD7,2023-10-30,Wrong Item,Accepted,16160.8
RETURN2143,ORDER2060,PROD33,2023-01-21,Wrong Item,Rejected,0.0
RETURN2144,ORDER9714,PROD107,2023-03-17,Not as Described,Rejected,0.0
RETURN2145,ORDER1422,PROD17,2022-08-19,Changed Mind,Rejected,0.0
RETURN2146,ORDER1241,PROD243,2023-02-09,Not as Described,Accepted,10910.06
RETURN2147,ORDER3330,PROD65,2023-03-06,Defective,Rejected,0.0
RETURN2148,ORDER18930,PROD236,2024-03-26,Wrong Item,Accepted,7405.0
RETURN2149,ORDER4136,PROD255,2024-06-16,Wrong Item,Rejected,0.0
RETURN2150,ORDER13047,PROD250,2023-05-09,Defective,Rejected,0.0
RETURN2151,ORDER1770,PROD118,2024-07-26,Changed Mind,Accepted,2690.45
RETURN2152,ORDER14870,PROD113,2022-06-26,Not as Described,Rejected,0.0
RETURN2153,ORDER7017,PROD224,2024-01-26,Wrong Item,Rejected,0.0
RETURN2154,ORDER12393,PROD152,2023-11-16,Changed Mind,Rejected,0.0
RETURN2155,ORDER8740,PROD190,2023-04-10,Not as Described,Rejected,0.0
RETURN2156,ORDER16823,PROD239,2024-08-29,Not as Described,Accepted,524.79
RETURN2157,ORDER4035,PROD255,2023-05-18,Defective,Accepted,16595.91
RETURN2158,ORDER2724,PROD124,2023-02-21,Defective,Accepted,1119.4
RETURN2159,ORDER13414,PROD157,2022-02-06,Wrong Item,Rejected,0.0
RETURN2160,ORDER2300,PROD8,2024-09-11,Changed Mind,Accepted,7743.04
RETURN2161,ORDER18005,PROD240,2022-02-06,Defective,Accepted,17889.1
RETURN2162,ORDER10033,PROD169,2023-12-26,Not as Described,Accepted,864.24
RETURN2163,ORDER9620,PROD94,2023-03-02,Wrong Item,Rejected,0.0
RETURN2164,ORDER10894,PROD151,2023-03-22,Not as Described,Accepted,3929.8
RETURN2165,ORDER1914,PROD209,2024-01-09,Defective,Rejected,0.0
RETURN2166,ORDER15612,PROD10,2023-11-16,Changed Mind,Accepted,1076.07
RETURN2167,ORDER4200,PROD70,2023-07-10,Wrong Item,Accepted,309.64
RETURN2168,ORDER3742,PROD71,2023-12-04,Wrong Item,Rejected,0.0
RETURN2169,ORDER15607,PROD191,2023-10-19,Defective,Accepted,1134.63
RETURN2170,ORDER14269,PROD73,2023-01-08,Wrong Item,Rejected,0.0
RETURN2171,ORDER5848,PROD63,2022-07-13,Not as Described,Accepted,1410.48
RETURN2172,ORDER6084,PROD67,2022-03-06,Defective,Accepted,7016.64
RETURN2173,ORDER19169,PROD13,2023-06-26,Changed Mind,Rejected,0.0
RETURN2174,ORDER8113,PROD266,2024-11-16,Defective,Rejected,0.0
RETURN2175,ORDER2860,PROD39,2024-02-04,Changed Mind,Rejected,0.0
RETURN2176,ORDER4483,PROD10,2023-01-18,Changed Mind,Rejected,0.0
RETURN2177,ORDER6359,PROD107,2022-06-14,Defective,Rejected,0.0
RETURN2178,ORDER3178,PROD152,2022-07-22,Not as Described,Accepted,8278.2
RETURN2179,ORDER8602,PROD94,2022-10-05,Defective,Accepted,12320.56
RETURN2180,ORDER3586,PROD244,2024-10-15,Wrong Item,Rejected,0.0
RETURN2181,ORDER8551,PROD147,2024-08-13,Changed Mind,Rejected,0.0
RETURN2182,ORDER18784,PROD180,2024-01-13,Not as Described,Rejected,0.0
RETURN2183,ORDER6766,PROD204,2024-11-09,Changed Mind,Accepted,2718.74
RETURN2184,ORDER9247,PROD111,2024-02-21,Wrong Item,Rejected,0.0
RETURN2185,ORDER13125,PROD12,2022-02-15,Wrong Item,Rejected,0.0
RETURN2186,ORDER17243,PROD1,2023-10-12,Wrong Item,Accepted,1878.02
RETURN2187,ORDER13458,PROD220,2025-01-07,Changed Mind,Accepted,1515.92
RETURN2188,ORDER2936,PROD198,2022-06-13,Not as Described,Accepted,17857.0
RETURN2189,ORDER5281,PROD139,2024-08-29,Wrong Item,Accepted,10732.14
RETURN2190,ORDER9291,PROD3,2024-07-11,Wrong Item,Rejected,0.0
RETURN2191,ORDER6254,PROD77,2023-10-31,Defective,Rejected,0.0
RETURN2192,ORDER14825,PROD257,2022-06-26,Defective,Accepted,3410.58
RETURN2193,ORDER17216,PROD223,2024-06-20,Changed Mind,Accepted,18123.5
RETURN2194,ORDER10960,PROD170,2023-11-10,Wrong Item,Accepted,1597.14
RETURN2195,ORDER8979,PROD117,2022-09-09,Not as Described,Rejected,0.0
RETURN2196,ORDER1403,PROD128,2024-04-13,Wrong Item,Accepted,12977.37
RETURN2197,ORDER4342,PROD159,2022-01-20,Changed Mind,Accepted,7522.3
RETURN2198,ORDER832,PROD15,2022-07-04,Not as Described,Accepted,13705.7
RETURN2199,ORDER16330,PROD23,2023-08-13,Wrong Item,Accepted,653.25
RETURN2200,ORDER2113,PROD243,2024-08-12,Wrong Item,Rejected,0.0
RETURN2201,ORDER3839,PROD49,2022-12-14,Changed Mind,Rejected,0.0
RETURN2202,ORDER16898,PROD79,2022-08-26,Defective,Rejected,0.0
RETURN2203,ORDER16323,PROD42,2023-05-24,Defective,Accepted,3355.7
RETURN2204,ORDER19255,PROD116,2023-11-24,Defective,Rejected,0.0
RETURN2205,ORDER19890,PROD42,2024-11-27,Wrong Item,Rejected,0.0
RETURN2206,ORDER18109,PROD187,2022-08-09,Changed Mind,Accepted,1856.81
RETURN2207,ORDER3781,PROD101,2024-09-27,Changed Mind,Rejected,0.0
RETURN2208,ORDER12763,PROD241,2024-03-11,Defective,Rejected,0.0
RETURN2209,ORDER18571,PROD151,2023-07-23,Not as Described,Accepted,5614.0
RETURN2210,ORDER19570,PROD192,2022-02-05,Not as Described,Rejected,0.0
RETURN2211,ORDER18028,PROD92,2023-08-18,Wrong Item,Rejected,0.0
RETURN2212,ORDER7299,PROD158,2023-09-27,Not as Described,Rejected,0.0
